"","word","StartTime","EndTime","Turn","Interlocutor","Interruption","Debate","Order","ValenceWarriner","ValenceUncertaintyWarriner","ArousalWarriner","ArousalUncertaintyWarriner","DominanceWarriner","DominanceUncertaintyWarriner","ValenceAfinn","ValenceAnew","ValenceUncertaintyAnew","ArousalAnew","ArousalUncertaintyAnew","DominanceAnew","DominanceUncertaintyAnew"
"57","or",112S,268.3S,1,"Schieffer:","No",3,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","their",112S,268.3S,1,"Schieffer:","No",3,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","aides",112S,268.3S,1,"Schieffer:","No",3,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","the",112S,268.3S,1,"Schieffer:","No",3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","audience",112S,268.3S,1,"Schieffer:","No",3,61,5.89,2.03,4.91,2.45,5.14,2.49,NA,NA,NA,NA,NA,NA,NA
"62","has",112S,268.3S,1,"Schieffer:","No",3,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","taken",112S,268.3S,1,"Schieffer:","No",3,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","a",112S,268.3S,1,"Schieffer:","No",3,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","vow",112S,268.3S,1,"Schieffer:","No",3,65,6.6,1.76,4.21,2.25,6,2.14,NA,6.08,2.04,5.35,1.98,5.92,2
"66","of",112S,268.3S,1,"Schieffer:","No",3,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","silence",112S,268.3S,1,"Schieffer:","No",3,67,5.25,2.07,3.48,2.66,6.26,1.73,NA,NA,NA,NA,NA,NA,NA
"68","no",112S,268.3S,1,"Schieffer:","No",3,68,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA
"69","applause",112S,268.3S,1,"Schieffer:","No",3,69,7.12,1.35,5.38,1.83,6.56,2,2,7.5,1.5,5.8,2.79,6.48,2.11
"70","no",112S,268.3S,1,"Schieffer:","No",3,70,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA
"71","reaction",112S,268.3S,1,"Schieffer:","No",3,71,4.68,1.63,3.95,2.11,6.3,2.27,NA,NA,NA,NA,NA,NA,NA
"72","of",112S,268.3S,1,"Schieffer:","No",3,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","any",112S,268.3S,1,"Schieffer:","No",3,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","kind",112S,268.3S,1,"Schieffer:","No",3,74,7.78,1.12,3.19,2.02,7.62,1.79,2,7.59,1.67,4.46,2.55,5.95,1.93
"75","except",112S,268.3S,1,"Schieffer:","No",3,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","right",112S,268.3S,1,"Schieffer:","No",3,76,7.32,1.49,5,2.6,7.16,1.86,NA,6.45,1.55,4.79,2.18,6.38,1.78
"77","now",112S,268.3S,1,"Schieffer:","No",3,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","when",112S,268.3S,1,"Schieffer:","No",3,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","we",112S,268.3S,1,"Schieffer:","No",3,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","welcome",112S,268.3S,1,"Schieffer:","No",3,80,7.27,1.88,3.76,2.26,6.24,2.17,2,NA,NA,NA,NA,NA,NA
"81","president",112S,268.3S,1,"Schieffer:","No",3,81,5.23,1.57,4.71,2.69,4.38,2.73,NA,5.2,2.17,5.63,2.14,4.77,2.6
"82","barack",112S,268.3S,1,"Schieffer:","No",3,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","obama",112S,268.3S,1,"Schieffer:","No",3,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","and",112S,268.3S,1,"Schieffer:","No",3,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","governor",112S,268.3S,1,"Schieffer:","No",3,85,5.32,1.49,3.65,2.3,6.05,2.46,NA,NA,NA,NA,NA,NA,NA
"86","romney",112S,268.3S,1,"Schieffer:","No",3,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","sustained",112S,268.3S,1,"Schieffer:","No",3,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","cheers",112S,268.3S,1,"Schieffer:","No",3,88,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"89","applause",112S,268.3S,1,"Schieffer:","No",3,89,7.12,1.35,5.38,1.83,6.56,2,2,7.5,1.5,5.8,2.79,6.48,2.11
"90","gentlemen",112S,268.3S,1,"Schieffer:","No",3,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","your",112S,268.3S,1,"Schieffer:","No",3,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","campaigns",112S,268.3S,1,"Schieffer:","No",3,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","have",112S,268.3S,1,"Schieffer:","No",3,93,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"94","agreed",112S,268.3S,1,"Schieffer:","No",3,94,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"95","to",112S,268.3S,1,"Schieffer:","No",3,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","certain",112S,268.3S,1,"Schieffer:","No",3,96,6.11,1.57,3,2.36,6.78,1.8,1,NA,NA,NA,NA,NA,NA
"97","rules",112S,268.3S,1,"Schieffer:","No",3,97,NA,NA,NA,NA,NA,NA,NA,4.23,1.41,4.38,1.52,3.34,1.86
"98","and",112S,268.3S,1,"Schieffer:","No",3,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","they",112S,268.3S,1,"Schieffer:","No",3,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","are",112S,268.3S,1,"Schieffer:","No",3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","simple",112S,268.3S,1,"Schieffer:","No",3,101,7.17,1.54,2.71,2.35,6.5,1.62,NA,6.5,1.55,3.73,2.15,6.1,2.02
"102","they",112S,268.3S,1,"Schieffer:","No",3,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","have",112S,268.3S,1,"Schieffer:","No",3,103,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"104","asked",112S,268.3S,1,"Schieffer:","No",3,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","me",112S,268.3S,1,"Schieffer:","No",3,105,NA,NA,NA,NA,NA,NA,NA,8.06,1.29,5.97,2.66,7.88,1.6
"106","to",112S,268.3S,1,"Schieffer:","No",3,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","divide",112S,268.3S,1,"Schieffer:","No",3,107,4.78,0.73,4.62,1.91,4.91,1.53,NA,NA,NA,NA,NA,NA,NA
"108","the",112S,268.3S,1,"Schieffer:","No",3,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","evening",112S,268.3S,1,"Schieffer:","No",3,109,7.09,1.87,3.1,2,5.22,2.21,NA,NA,NA,NA,NA,NA,NA
"110","into",112S,268.3S,1,"Schieffer:","No",3,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","segments",112S,268.3S,1,"Schieffer:","No",3,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","i'll",112S,268.3S,1,"Schieffer:","No",3,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","pose",112S,268.3S,1,"Schieffer:","No",3,113,5.63,1.98,3.11,2.18,6.3,2.47,NA,NA,NA,NA,NA,NA,NA
"114","a",112S,268.3S,1,"Schieffer:","No",3,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","question",112S,268.3S,1,"Schieffer:","No",3,115,6.36,1.62,3.67,2.24,5.88,2.31,NA,NA,NA,NA,NA,NA,NA
"116","at",112S,268.3S,1,"Schieffer:","No",3,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","the",112S,268.3S,1,"Schieffer:","No",3,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","beginning",112S,268.3S,1,"Schieffer:","No",3,118,6.39,2.12,3,2.7,5.72,2.27,NA,6.2,2.09,4.87,2.05,6.1,2.09
"119","of",112S,268.3S,1,"Schieffer:","No",3,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","each",112S,268.3S,1,"Schieffer:","No",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","segment",112S,268.3S,1,"Schieffer:","No",3,121,4.63,1.42,3.61,2.12,5.29,1.83,NA,NA,NA,NA,NA,NA,NA
"122","you",112S,268.3S,1,"Schieffer:","No",3,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","will",112S,268.3S,1,"Schieffer:","No",3,123,5.32,1.78,2.9,2.07,6.61,2.33,NA,NA,NA,NA,NA,NA,NA
"124","each",112S,268.3S,1,"Schieffer:","No",3,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","have",112S,268.3S,1,"Schieffer:","No",3,125,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"126","two",112S,268.3S,1,"Schieffer:","No",3,126,6.3,1.63,3.33,2.57,5.05,2.15,NA,NA,NA,NA,NA,NA,NA
"127","minutes",112S,268.3S,1,"Schieffer:","No",3,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","to",112S,268.3S,1,"Schieffer:","No",3,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","respond",112S,268.3S,1,"Schieffer:","No",3,129,5.71,1.68,3.09,2.07,6,1.94,NA,NA,NA,NA,NA,NA,NA
"130","and",112S,268.3S,1,"Schieffer:","No",3,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","then",112S,268.3S,1,"Schieffer:","No",3,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","we",112S,268.3S,1,"Schieffer:","No",3,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","will",112S,268.3S,1,"Schieffer:","No",3,133,5.32,1.78,2.9,2.07,6.61,2.33,NA,NA,NA,NA,NA,NA,NA
"134","have",112S,268.3S,1,"Schieffer:","No",3,134,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"135","a",112S,268.3S,1,"Schieffer:","No",3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","general",112S,268.3S,1,"Schieffer:","No",3,136,5.32,1.21,3.71,2.49,5.24,2.51,NA,NA,NA,NA,NA,NA,NA
"137","discussion",112S,268.3S,1,"Schieffer:","No",3,137,6.18,1.33,5,2.52,5.95,1.57,NA,NA,NA,NA,NA,NA,NA
"138","until",112S,268.3S,1,"Schieffer:","No",3,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","we",112S,268.3S,1,"Schieffer:","No",3,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","move",112S,268.3S,1,"Schieffer:","No",3,140,4.95,1.86,4.24,2.45,5.12,2.32,NA,NA,NA,NA,NA,NA,NA
"141","to",112S,268.3S,1,"Schieffer:","No",3,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","the",112S,268.3S,1,"Schieffer:","No",3,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","next",112S,268.3S,1,"Schieffer:","No",3,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","segment",112S,268.3S,1,"Schieffer:","No",3,144,4.63,1.42,3.61,2.12,5.29,1.83,NA,NA,NA,NA,NA,NA,NA
"145","tonight's",112S,268.3S,1,"Schieffer:","No",3,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","debate",112S,268.3S,1,"Schieffer:","No",3,146,4.95,1.39,4.86,2.41,5.96,2.41,NA,NA,NA,NA,NA,NA,NA
"147","as",112S,268.3S,1,"Schieffer:","No",3,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","both",112S,268.3S,1,"Schieffer:","No",3,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","of",112S,268.3S,1,"Schieffer:","No",3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","your",112S,268.3S,1,"Schieffer:","No",3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","know",112S,268.3S,1,"Schieffer:","No",3,151,6.82,1.44,3.24,2.02,5.78,1.96,NA,6.93,1.72,5.77,1.92,6.9,2.29
"152","comes",112S,268.3S,1,"Schieffer:","No",3,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","on",112S,268.3S,1,"Schieffer:","No",3,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","the",112S,268.3S,1,"Schieffer:","No",3,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","50th",112S,268.3S,1,"Schieffer:","No",3,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","anniversary",112S,268.3S,1,"Schieffer:","No",3,156,6.95,2.03,4,2.68,6.86,2.05,NA,NA,NA,NA,NA,NA,NA
"157","of",112S,268.3S,1,"Schieffer:","No",3,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","the",112S,268.3S,1,"Schieffer:","No",3,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","night",112S,268.3S,1,"Schieffer:","No",3,159,6.68,1.52,3.57,2.54,5.22,2.05,NA,6.06,1.95,5.94,2.41,4.74,2.11
"160","that",112S,268.3S,1,"Schieffer:","No",3,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","president",112S,268.3S,1,"Schieffer:","No",3,161,5.23,1.57,4.71,2.69,4.38,2.73,NA,5.2,2.17,5.63,2.14,4.77,2.6
"162","kennedy",112S,268.3S,1,"Schieffer:","No",3,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","told",112S,268.3S,1,"Schieffer:","No",3,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","the",112S,268.3S,1,"Schieffer:","No",3,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","world",112S,268.3S,1,"Schieffer:","No",3,165,6.46,1.57,4.55,2.3,5.12,2.47,NA,6.5,2.03,5.32,2.39,5.26,2.47
"166","that",112S,268.3S,1,"Schieffer:","No",3,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","the",112S,268.3S,1,"Schieffer:","No",3,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","soviet",112S,268.3S,1,"Schieffer:","No",3,168,4.1,1.48,3.43,2.23,4.83,2.5,NA,NA,NA,NA,NA,NA,NA
"169","union",112S,268.3S,1,"Schieffer:","No",3,169,5.85,1.27,4.05,2.82,5.68,1.84,NA,6.48,1.66,4.79,1.88,6.14,1.55
"170","had",112S,268.3S,1,"Schieffer:","No",3,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","installed",112S,268.3S,1,"Schieffer:","No",3,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","nuclear",112S,268.3S,1,"Schieffer:","No",3,172,4.3,1.92,7.3,1.92,4.12,2.49,NA,3.25,2.2,5.86,2.56,3.41,2.14
"173","missiles",112S,268.3S,1,"Schieffer:","No",3,173,NA,NA,NA,NA,NA,NA,NA,3.17,1.81,6.69,1.91,3.14,2.03
"174","in",112S,268.3S,1,"Schieffer:","No",3,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","cuba",112S,268.3S,1,"Schieffer:","No",3,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","perhaps",112S,268.3S,1,"Schieffer:","No",3,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","the",112S,268.3S,1,"Schieffer:","No",3,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","closest",112S,268.3S,1,"Schieffer:","No",3,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","we've",112S,268.3S,1,"Schieffer:","No",3,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","ever",112S,268.3S,1,"Schieffer:","No",3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","come",112S,268.3S,1,"Schieffer:","No",3,181,5.64,1.26,3.57,2.04,5.94,1.88,NA,NA,NA,NA,NA,NA,NA
"182","to",112S,268.3S,1,"Schieffer:","No",3,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","nuclear",112S,268.3S,1,"Schieffer:","No",3,183,4.3,1.92,7.3,1.92,4.12,2.49,NA,3.25,2.2,5.86,2.56,3.41,2.14
"184","war",112S,268.3S,1,"Schieffer:","No",3,184,2.23,1.58,6.27,2.2,3.27,2.66,-2,2.08,1.91,7.49,2.16,4.5,3
"185","and",112S,268.3S,1,"Schieffer:","No",3,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","it",112S,268.3S,1,"Schieffer:","No",3,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","is",112S,268.3S,1,"Schieffer:","No",3,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","a",112S,268.3S,1,"Schieffer:","No",3,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","sobering",112S,268.3S,1,"Schieffer:","No",3,189,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"190","reminder",112S,268.3S,1,"Schieffer:","No",3,190,6,1.77,3.48,2.25,6.33,1.74,NA,NA,NA,NA,NA,NA,NA
"191","that",112S,268.3S,1,"Schieffer:","No",3,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","every",112S,268.3S,1,"Schieffer:","No",3,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
