"","word","StartTime","EndTime","Turn","Interlocutor","Interruption","Debate","Order","ValenceWarriner","ValenceUncertaintyWarriner","ArousalWarriner","ArousalUncertaintyWarriner","DominanceWarriner","DominanceUncertaintyWarriner","ValenceAfinn","ValenceAnew","ValenceUncertaintyAnew","ArousalAnew","ArousalUncertaintyAnew","DominanceAnew","DominanceUncertaintyAnew"
"3953","to",1389.1S,1413.1S,42,"Obama:","No",3,3953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3954","show",1389.1S,1413.1S,42,"Obama:","No",3,3954,5.91,1.27,4.1,2.41,5.83,1.98,NA,NA,NA,NA,NA,NA,NA
"3955","may",1413.7S,1422.2S,43,"Schieffer:","No",3,3955,5.55,2.06,3.19,1.86,5.94,2.25,NA,NA,NA,NA,NA,NA,NA
"3956","i",1413.7S,1422.2S,43,"Schieffer:","No",3,3956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3957","ask",1413.7S,1422.2S,43,"Schieffer:","No",3,3957,5.95,1.4,3.48,2.16,6.29,1.83,NA,NA,NA,NA,NA,NA,NA
"3958","you",1413.7S,1422.2S,43,"Schieffer:","No",3,3958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3959","you",1413.7S,1422.2S,43,"Schieffer:","No",3,3959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3960","know",1413.7S,1422.2S,43,"Schieffer:","No",3,3960,6.82,1.44,3.24,2.02,5.78,1.96,NA,6.93,1.72,5.77,1.92,6.9,2.29
"3961","during",1413.7S,1422.2S,43,"Schieffer:","No",3,3961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3962","the",1413.7S,1422.2S,43,"Schieffer:","No",3,3962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3963","egyptian",1413.7S,1422.2S,43,"Schieffer:","No",3,3963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3964","turmoil",1413.7S,1422.2S,43,"Schieffer:","No",3,3964,3.65,1.87,5.94,2.84,4.04,2.66,NA,2.71,2.04,5.87,2.53,3.2,2.16
"3965","there",1413.7S,1422.2S,43,"Schieffer:","No",3,3965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3966","came",1413.7S,1422.2S,43,"Schieffer:","No",3,3966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3967","a",1413.7S,1422.2S,43,"Schieffer:","No",3,3967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3968","point",1413.7S,1422.2S,43,"Schieffer:","No",3,3968,5.45,1.01,3.86,2.29,6.27,1.58,NA,NA,NA,NA,NA,NA,NA
"3969","when",1413.7S,1422.2S,43,"Schieffer:","No",3,3969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3970","you",1413.7S,1422.2S,43,"Schieffer:","No",3,3970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3971","said",1413.7S,1422.2S,43,"Schieffer:","No",3,3971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3972","it",1413.7S,1422.2S,43,"Schieffer:","No",3,3972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3973","was",1413.7S,1422.2S,43,"Schieffer:","No",3,3973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3974","time",1413.7S,1422.2S,43,"Schieffer:","No",3,3974,5.6,1.78,3.41,2.56,4.36,2.41,NA,5.31,2.02,4.64,2.75,4.63,2.24
"3975","for",1413.7S,1422.2S,43,"Schieffer:","No",3,3975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3976","president",1413.7S,1422.2S,43,"Schieffer:","No",3,3976,5.23,1.57,4.71,2.69,4.38,2.73,NA,5.2,2.17,5.63,2.14,4.77,2.6
"3977","mubarak",1413.7S,1422.2S,43,"Schieffer:","No",3,3977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3978","to",1413.7S,1422.2S,43,"Schieffer:","No",3,3978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3979","go",1413.7S,1422.2S,43,"Schieffer:","No",3,3979,6.32,1.25,4.86,2.41,5.33,2.11,NA,NA,NA,NA,NA,NA,NA
"3980","right",1422.6S,1423.1S,44,"Obama:","No",3,3980,7.32,1.49,5,2.6,7.16,1.86,NA,6.45,1.55,4.79,2.18,6.38,1.78
"3981","some",1423.6S,1430.5S,45,"Schieffer:","No",3,3981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3982","in",1423.6S,1430.5S,45,"Schieffer:","No",3,3982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3983","your",1423.6S,1430.5S,45,"Schieffer:","No",3,3983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3984","administration",1423.6S,1430.5S,45,"Schieffer:","No",3,3984,4.45,1.36,3.23,2,4.77,2.23,NA,NA,NA,NA,NA,NA,NA
"3985","thought",1423.6S,1430.5S,45,"Schieffer:","No",3,3985,6.76,1.65,4.16,2.29,6.15,2.48,NA,6.39,1.58,4.83,2.46,6.02,1.7
"3986","perhaps",1423.6S,1430.5S,45,"Schieffer:","No",3,3986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3987","we",1423.6S,1430.5S,45,"Schieffer:","No",3,3987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3988","should",1423.6S,1430.5S,45,"Schieffer:","No",3,3988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3989","have",1423.6S,1430.5S,45,"Schieffer:","No",3,3989,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"3990","waited",1423.6S,1430.5S,45,"Schieffer:","No",3,3990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3991","a",1423.6S,1430.5S,45,"Schieffer:","No",3,3991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3992","while",1423.6S,1430.5S,45,"Schieffer:","No",3,3992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3993","on",1423.6S,1430.5S,45,"Schieffer:","No",3,3993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3994","that",1423.6S,1430.5S,45,"Schieffer:","No",3,3994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3995","do",1423.6S,1430.5S,45,"Schieffer:","No",3,3995,5.41,1.84,3.67,2.15,6.35,2,NA,NA,NA,NA,NA,NA,NA
"3996","you",1423.6S,1430.5S,45,"Schieffer:","No",3,3996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3997","have",1423.6S,1430.5S,45,"Schieffer:","No",3,3997,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"3998","any",1423.6S,1430.5S,45,"Schieffer:","No",3,3998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3999","regrets",1423.6S,1430.5S,45,"Schieffer:","No",3,3999,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA
"4000","about",1423.6S,1430.5S,45,"Schieffer:","No",3,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4001","that",1423.6S,1430.5S,45,"Schieffer:","No",3,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4002","no",1430.9S,1561.4S,46,"Obama:","No",3,4002,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA
"4003","i",1430.9S,1561.4S,46,"Obama:","No",3,4003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4004","don't",1430.9S,1561.4S,46,"Obama:","No",3,4004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4005","because",1430.9S,1561.4S,46,"Obama:","No",3,4005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4006","i",1430.9S,1561.4S,46,"Obama:","No",3,4006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4007","think",1430.9S,1561.4S,46,"Obama:","No",3,4007,6.68,1.67,3.75,2.27,6.5,2.01,NA,6.41,1.88,5.34,2.48,6.38,2.19
"4008","that",1430.9S,1561.4S,46,"Obama:","No",3,4008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4009","america",1430.9S,1561.4S,46,"Obama:","No",3,4009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4010","has",1430.9S,1561.4S,46,"Obama:","No",3,4010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4011","to",1430.9S,1561.4S,46,"Obama:","No",3,4011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4012","stand",1430.9S,1561.4S,46,"Obama:","No",3,4012,5.27,1.83,3.1,2.05,5.89,1.68,NA,NA,NA,NA,NA,NA,NA
"4013","with",1430.9S,1561.4S,46,"Obama:","No",3,4013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4014","democracy",1430.9S,1561.4S,46,"Obama:","No",3,4014,6.16,2.57,5.05,2.48,5.58,2.67,NA,6.55,2.03,5.39,2.36,6.04,2.03
"4015","the",1430.9S,1561.4S,46,"Obama:","No",3,4015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4016","notion",1430.9S,1561.4S,46,"Obama:","No",3,4016,5.86,1.88,4.25,2.77,5.42,2.03,NA,NA,NA,NA,NA,NA,NA
"4017","that",1430.9S,1561.4S,46,"Obama:","No",3,4017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4018","we",1430.9S,1561.4S,46,"Obama:","No",3,4018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4019","would",1430.9S,1561.4S,46,"Obama:","No",3,4019,5.91,1.54,3.81,2.38,5.94,1.6,NA,NA,NA,NA,NA,NA,NA
"4020","have",1430.9S,1561.4S,46,"Obama:","No",3,4020,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"4021","tanks",1430.9S,1561.4S,46,"Obama:","No",3,4021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4022","run",1430.9S,1561.4S,46,"Obama:","No",3,4022,6.41,1.4,5.24,2.68,5.44,1.79,NA,NA,NA,NA,NA,NA,NA
"4023","over",1430.9S,1561.4S,46,"Obama:","No",3,4023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4024","those",1430.9S,1561.4S,46,"Obama:","No",3,4024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4025","young",1430.9S,1561.4S,46,"Obama:","No",3,4025,6.31,1.59,4.09,2.22,5.6,2.84,NA,6.89,2.12,5.64,2.51,5.3,2.49
"4026","people",1430.9S,1561.4S,46,"Obama:","No",3,4026,5.7,2.01,3.77,2.34,5.4,2.19,NA,7.33,1.7,5.94,2.09,6.14,2.02
"4027","who",1430.9S,1561.4S,46,"Obama:","No",3,4027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4028","were",1430.9S,1561.4S,46,"Obama:","No",3,4028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4029","in",1430.9S,1561.4S,46,"Obama:","No",3,4029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4030","tahrir",1430.9S,1561.4S,46,"Obama:","No",3,4030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4031","square",1430.9S,1561.4S,46,"Obama:","No",3,4031,5.11,1.61,3.33,2.32,5.3,2.74,NA,4.74,1.02,3.18,1.76,4.51,1.45
"4032","that",1430.9S,1561.4S,46,"Obama:","No",3,4032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4033","is",1430.9S,1561.4S,46,"Obama:","No",3,4033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4034","not",1430.9S,1561.4S,46,"Obama:","No",3,4034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4035","the",1430.9S,1561.4S,46,"Obama:","No",3,4035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4036","kind",1430.9S,1561.4S,46,"Obama:","No",3,4036,7.78,1.12,3.19,2.02,7.62,1.79,2,7.59,1.67,4.46,2.55,5.95,1.93
"4037","of",1430.9S,1561.4S,46,"Obama:","No",3,4037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4038","american",1430.9S,1561.4S,46,"Obama:","No",3,4038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4039","leadership",1430.9S,1561.4S,46,"Obama:","No",3,4039,6,2,4.76,2.41,6.84,1.91,NA,NA,NA,NA,NA,NA,NA
"4040","that",1430.9S,1561.4S,46,"Obama:","No",3,4040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4041","john",1430.9S,1561.4S,46,"Obama:","No",3,4041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4042","f",1430.9S,1561.4S,46,"Obama:","No",3,4042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4043","kennedy",1430.9S,1561.4S,46,"Obama:","No",3,4043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4044","talked",1430.9S,1561.4S,46,"Obama:","No",3,4044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4045","about",1430.9S,1561.4S,46,"Obama:","No",3,4045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4046","50",1430.9S,1561.4S,46,"Obama:","No",3,4046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4047","years",1430.9S,1561.4S,46,"Obama:","No",3,4047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4048","ago",1430.9S,1561.4S,46,"Obama:","No",3,4048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4049","but",1430.9S,1561.4S,46,"Obama:","No",3,4049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4050","what",1430.9S,1561.4S,46,"Obama:","No",3,4050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4051","i've",1430.9S,1561.4S,46,"Obama:","No",3,4051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4052","also",1430.9S,1561.4S,46,"Obama:","No",3,4052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4053","said",1430.9S,1561.4S,46,"Obama:","No",3,4053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4054","is",1430.9S,1561.4S,46,"Obama:","No",3,4054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4055","that",1430.9S,1561.4S,46,"Obama:","No",3,4055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4056","now",1430.9S,1561.4S,46,"Obama:","No",3,4056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4057","that",1430.9S,1561.4S,46,"Obama:","No",3,4057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4058","you",1430.9S,1561.4S,46,"Obama:","No",3,4058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4059","have",1430.9S,1561.4S,46,"Obama:","No",3,4059,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"4060","a",1430.9S,1561.4S,46,"Obama:","No",3,4060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4061","democratically",1430.9S,1561.4S,46,"Obama:","No",3,4061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4062","elected",1430.9S,1561.4S,46,"Obama:","No",3,4062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4063","government",1430.9S,1561.4S,46,"Obama:","No",3,4063,3.78,1.73,3.75,2.2,3.11,1.81,NA,4.28,1.89,5.25,2,3.62,2.08
"4064","in",1430.9S,1561.4S,46,"Obama:","No",3,4064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4065","egypt",1430.9S,1561.4S,46,"Obama:","No",3,4065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4066","that",1430.9S,1561.4S,46,"Obama:","No",3,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4067","they",1430.9S,1561.4S,46,"Obama:","No",3,4067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4068","have",1430.9S,1561.4S,46,"Obama:","No",3,4068,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"4069","to",1430.9S,1561.4S,46,"Obama:","No",3,4069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4070","make",1430.9S,1561.4S,46,"Obama:","No",3,4070,6.09,1.6,3.67,2.33,6.22,2.32,NA,NA,NA,NA,NA,NA,NA
"4071","sure",1430.9S,1561.4S,46,"Obama:","No",3,4071,6.64,2.13,3.48,2.25,6.82,1.51,NA,6.53,1.96,5,2.39,6.03,2.16
"4072","that",1430.9S,1561.4S,46,"Obama:","No",3,4072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4073","they",1430.9S,1561.4S,46,"Obama:","No",3,4073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4074","take",1430.9S,1561.4S,46,"Obama:","No",3,4074,4.82,1.53,4.52,2.27,4.83,2.15,NA,NA,NA,NA,NA,NA,NA
"4075","responsibility",1430.9S,1561.4S,46,"Obama:","No",3,4075,4.68,1.73,5.3,2.92,6.79,2.76,NA,NA,NA,NA,NA,NA,NA
"4076","for",1430.9S,1561.4S,46,"Obama:","No",3,4076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4077","protecting",1430.9S,1561.4S,46,"Obama:","No",3,4077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4078","religious",1430.9S,1561.4S,46,"Obama:","No",3,4078,5.2,2.19,4.63,2.95,6.23,2.3,NA,NA,NA,NA,NA,NA,NA
"4079","minorities",1430.9S,1561.4S,46,"Obama:","No",3,4079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4080","and",1430.9S,1561.4S,46,"Obama:","No",3,4080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4081","we",1430.9S,1561.4S,46,"Obama:","No",3,4081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4082","have",1430.9S,1561.4S,46,"Obama:","No",3,4082,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"4083","put",1430.9S,1561.4S,46,"Obama:","No",3,4083,5.09,1.23,3.86,2.03,5.94,1.84,NA,NA,NA,NA,NA,NA,NA
"4084","significant",1430.9S,1561.4S,46,"Obama:","No",3,4084,6.6,1.27,4.9,2.51,6,1.75,1,NA,NA,NA,NA,NA,NA
"4085","pressure",1430.9S,1561.4S,46,"Obama:","No",3,4085,3.56,1.4,4.48,2.52,4.4,2.24,-1,3.38,1.61,6.07,2.26,3.45,2.07
"4086","on",1430.9S,1561.4S,46,"Obama:","No",3,4086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4087","them",1430.9S,1561.4S,46,"Obama:","No",3,4087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4088","to",1430.9S,1561.4S,46,"Obama:","No",3,4088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4089","make",1430.9S,1561.4S,46,"Obama:","No",3,4089,6.09,1.6,3.67,2.33,6.22,2.32,NA,NA,NA,NA,NA,NA,NA
"4090","sure",1430.9S,1561.4S,46,"Obama:","No",3,4090,6.64,2.13,3.48,2.25,6.82,1.51,NA,6.53,1.96,5,2.39,6.03,2.16
"4091","they're",1430.9S,1561.4S,46,"Obama:","No",3,4091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4092","doing",1430.9S,1561.4S,46,"Obama:","No",3,4092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4093","that",1430.9S,1561.4S,46,"Obama:","No",3,4093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4094","to",1430.9S,1561.4S,46,"Obama:","No",3,4094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4095","recognize",1430.9S,1561.4S,46,"Obama:","No",3,4095,6.14,1.93,4.2,2.33,7.11,2.23,NA,NA,NA,NA,NA,NA,NA
"4096","the",1430.9S,1561.4S,46,"Obama:","No",3,4096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4097","rights",1430.9S,1561.4S,46,"Obama:","No",3,4097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4098","of",1430.9S,1561.4S,46,"Obama:","No",3,4098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4099","women",1430.9S,1561.4S,46,"Obama:","No",3,4099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4100","which",1430.9S,1561.4S,46,"Obama:","No",3,4100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4101","is",1430.9S,1561.4S,46,"Obama:","No",3,4101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4102","critical",1430.9S,1561.4S,46,"Obama:","No",3,4102,3.95,2.17,4.95,2.24,4.22,1.83,NA,NA,NA,NA,NA,NA,NA
"4103","throughout",1430.9S,1561.4S,46,"Obama:","No",3,4103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4104","the",1430.9S,1561.4S,46,"Obama:","No",3,4104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4105","region",1430.9S,1561.4S,46,"Obama:","No",3,4105,5.21,0.63,3.24,1.7,6.04,2.1,NA,NA,NA,NA,NA,NA,NA
"4106","these",1430.9S,1561.4S,46,"Obama:","No",3,4106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4107","countries",1430.9S,1561.4S,46,"Obama:","No",3,4107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4108","can't",1430.9S,1561.4S,46,"Obama:","No",3,4108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4109","develop",1430.9S,1561.4S,46,"Obama:","No",3,4109,6.05,1.18,4.5,2.09,6.71,1.45,NA,NA,NA,NA,NA,NA,NA
"4110","if",1430.9S,1561.4S,46,"Obama:","No",3,4110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4111","young",1430.9S,1561.4S,46,"Obama:","No",3,4111,6.31,1.59,4.09,2.22,5.6,2.84,NA,6.89,2.12,5.64,2.51,5.3,2.49
"4112","women",1430.9S,1561.4S,46,"Obama:","No",3,4112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4113","are",1430.9S,1561.4S,46,"Obama:","No",3,4113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4114","not",1430.9S,1561.4S,46,"Obama:","No",3,4114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4115","given",1430.9S,1561.4S,46,"Obama:","No",3,4115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4116","the",1430.9S,1561.4S,46,"Obama:","No",3,4116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4117","kind",1430.9S,1561.4S,46,"Obama:","No",3,4117,7.78,1.12,3.19,2.02,7.62,1.79,2,7.59,1.67,4.46,2.55,5.95,1.93
"4118","of",1430.9S,1561.4S,46,"Obama:","No",3,4118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4119","education",1430.9S,1561.4S,46,"Obama:","No",3,4119,6.58,1.75,4.64,2.15,6.82,1.99,NA,6.69,1.77,5.74,2.46,6.15,2.35
"4120","that",1430.9S,1561.4S,46,"Obama:","No",3,4120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4121","they",1430.9S,1561.4S,46,"Obama:","No",3,4121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4122","need",1430.9S,1561.4S,46,"Obama:","No",3,4122,5.45,1.82,3.67,2.15,5.06,2.16,NA,NA,NA,NA,NA,NA,NA
"4123","they",1430.9S,1561.4S,46,"Obama:","No",3,4123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4124","have",1430.9S,1561.4S,46,"Obama:","No",3,4124,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"4125","to",1430.9S,1561.4S,46,"Obama:","No",3,4125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4126","abide",1430.9S,1561.4S,46,"Obama:","No",3,4126,5.52,1.75,3.26,2.22,5.33,2.83,NA,NA,NA,NA,NA,NA,NA
"4127","by",1430.9S,1561.4S,46,"Obama:","No",3,4127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4128","their",1430.9S,1561.4S,46,"Obama:","No",3,4128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4129","treaty",1430.9S,1561.4S,46,"Obama:","No",3,4129,5.42,1.74,3.7,2.08,5.62,1.79,NA,NA,NA,NA,NA,NA,NA
"4130","with",1430.9S,1561.4S,46,"Obama:","No",3,4130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4131","israel",1430.9S,1561.4S,46,"Obama:","No",3,4131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4132","that",1430.9S,1561.4S,46,"Obama:","No",3,4132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4133","is",1430.9S,1561.4S,46,"Obama:","No",3,4133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4134","a",1430.9S,1561.4S,46,"Obama:","No",3,4134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4135","red",1430.9S,1561.4S,46,"Obama:","No",3,4135,5.67,2.07,5.02,2.56,5.2,2.28,NA,6.41,1.61,5.29,2.04,5.78,1.59
