"","word","StartTime","EndTime","Turn","Interlocutor","Interruption","Order","ValenceWarriner","ValenceUncertaintyWarriner","ArousalWarriner","ArousalUncertaintyWarriner","DominanceWarriner","DominanceUncertaintyWarriner","ValenceAfinn","ValenceAnew","ValenceUncertaintyAnew","ArousalAnew","ArousalUncertaintyAnew","DominanceAnew","DominanceUncertaintyAnew"
"958","is",505.4S,633.7S,9,"TRUMP:","No",958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","concerned",505.4S,633.7S,9,"TRUMP:","No",959,4.61,2.15,3.95,2.22,4.61,2.2,NA,4.06,1.61,5.55,2.13,4.45,1.98
"960","and",505.4S,633.7S,9,"TRUMP:","No",960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","so",505.4S,633.7S,9,"TRUMP:","No",961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","many",505.4S,633.7S,9,"TRUMP:","No",962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","other",505.4S,633.7S,9,"TRUMP:","No",963,5.41,1.59,3.48,2.27,6,2.09,NA,NA,NA,NA,NA,NA,NA
"964","things",505.4S,633.7S,9,"TRUMP:","No",964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","i",505.4S,633.7S,9,"TRUMP:","No",965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","think",505.4S,633.7S,9,"TRUMP:","No",966,6.68,1.67,3.75,2.27,6.5,2.01,NA,6.41,1.88,5.34,2.48,6.38,2.19
"967","hillary",505.4S,633.7S,9,"TRUMP:","No",967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","and",505.4S,633.7S,9,"TRUMP:","No",968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","i",505.4S,633.7S,9,"TRUMP:","No",969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","agree",505.4S,633.7S,9,"TRUMP:","No",970,7.17,1.58,3.62,2.09,6.94,1.3,1,7,1.08,4.59,1.56,6.28,1.28
"971","on",505.4S,633.7S,9,"TRUMP:","No",971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","that",505.4S,633.7S,9,"TRUMP:","No",972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","we",505.4S,633.7S,9,"TRUMP:","No",973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","probably",505.4S,633.7S,9,"TRUMP:","No",974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","disagree",505.4S,633.7S,9,"TRUMP:","No",975,2.84,1.17,4.9,2.07,5.45,2.26,NA,NA,NA,NA,NA,NA,NA
"976","a",505.4S,633.7S,9,"TRUMP:","No",976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","little",505.4S,633.7S,9,"TRUMP:","No",977,5.91,1.66,4.2,1.96,5.18,2.24,NA,NA,NA,NA,NA,NA,NA
"978","bit",505.4S,633.7S,9,"TRUMP:","No",978,5.05,1.5,3.86,2.39,5.53,2.42,NA,NA,NA,NA,NA,NA,NA
"979","as",505.4S,633.7S,9,"TRUMP:","No",979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","to",505.4S,633.7S,9,"TRUMP:","No",980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","numbers",505.4S,633.7S,9,"TRUMP:","No",981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","and",505.4S,633.7S,9,"TRUMP:","No",982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","amounts",505.4S,633.7S,9,"TRUMP:","No",983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","and",505.4S,633.7S,9,"TRUMP:","No",984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","what",505.4S,633.7S,9,"TRUMP:","No",985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","we’re",505.4S,633.7S,9,"TRUMP:","No",986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","going",505.4S,633.7S,9,"TRUMP:","No",987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","to",505.4S,633.7S,9,"TRUMP:","No",988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","do",505.4S,633.7S,9,"TRUMP:","No",989,5.41,1.84,3.67,2.15,6.35,2,NA,NA,NA,NA,NA,NA,NA
"990","but",505.4S,633.7S,9,"TRUMP:","No",990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","perhaps",505.4S,633.7S,9,"TRUMP:","No",991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","we’ll",505.4S,633.7S,9,"TRUMP:","No",992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","be",505.4S,633.7S,9,"TRUMP:","No",993,6.18,1.44,3.43,2.31,5.5,2.85,NA,NA,NA,NA,NA,NA,NA
"994","talking",505.4S,633.7S,9,"TRUMP:","No",994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","about",505.4S,633.7S,9,"TRUMP:","No",995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","that",505.4S,633.7S,9,"TRUMP:","No",996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","later",505.4S,633.7S,9,"TRUMP:","No",997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","but",505.4S,633.7S,9,"TRUMP:","No",998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","we",505.4S,633.7S,9,"TRUMP:","No",999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","have",505.4S,633.7S,9,"TRUMP:","No",1000,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"1001","to",505.4S,633.7S,9,"TRUMP:","No",1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","stop",505.4S,633.7S,9,"TRUMP:","No",1002,4.73,1.16,4.14,2.5,5.06,2.7,-1,3.96,1.37,4.26,2.01,4.89,2.01
"1003","our",505.4S,633.7S,9,"TRUMP:","No",1003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004","jobs",505.4S,633.7S,9,"TRUMP:","No",1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005","from",505.4S,633.7S,9,"TRUMP:","No",1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006","being",505.4S,633.7S,9,"TRUMP:","No",1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","stolen",505.4S,633.7S,9,"TRUMP:","No",1007,NA,NA,NA,NA,NA,NA,-2,2.69,1.51,6.03,2.11,3.41,1.92
"1008","from",505.4S,633.7S,9,"TRUMP:","No",1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","us",505.4S,633.7S,9,"TRUMP:","No",1009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010","we",505.4S,633.7S,9,"TRUMP:","No",1010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011","have",505.4S,633.7S,9,"TRUMP:","No",1011,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"1012","to",505.4S,633.7S,9,"TRUMP:","No",1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","stop",505.4S,633.7S,9,"TRUMP:","No",1013,4.73,1.16,4.14,2.5,5.06,2.7,-1,3.96,1.37,4.26,2.01,4.89,2.01
"1014","our",505.4S,633.7S,9,"TRUMP:","No",1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015","companies",505.4S,633.7S,9,"TRUMP:","No",1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016","from",505.4S,633.7S,9,"TRUMP:","No",1016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","leaving",505.4S,633.7S,9,"TRUMP:","No",1017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018","the",505.4S,633.7S,9,"TRUMP:","No",1018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019","united",505.4S,633.7S,9,"TRUMP:","No",1019,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"1020","states",505.4S,633.7S,9,"TRUMP:","No",1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","and",505.4S,633.7S,9,"TRUMP:","No",1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022","with",505.4S,633.7S,9,"TRUMP:","No",1022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023","it",505.4S,633.7S,9,"TRUMP:","No",1023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","firing",505.4S,633.7S,9,"TRUMP:","No",1024,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA
"1025","all",505.4S,633.7S,9,"TRUMP:","No",1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","of",505.4S,633.7S,9,"TRUMP:","No",1026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","their",505.4S,633.7S,9,"TRUMP:","No",1027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","people",505.4S,633.7S,9,"TRUMP:","No",1028,5.7,2.01,3.77,2.34,5.4,2.19,NA,7.33,1.7,5.94,2.09,6.14,2.02
"1029","all",505.4S,633.7S,9,"TRUMP:","No",1029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","you",505.4S,633.7S,9,"TRUMP:","No",1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","have",505.4S,633.7S,9,"TRUMP:","No",1031,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"1032","to",505.4S,633.7S,9,"TRUMP:","No",1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","do",505.4S,633.7S,9,"TRUMP:","No",1033,5.41,1.84,3.67,2.15,6.35,2,NA,NA,NA,NA,NA,NA,NA
"1034","is",505.4S,633.7S,9,"TRUMP:","No",1034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","take",505.4S,633.7S,9,"TRUMP:","No",1035,4.82,1.53,4.52,2.27,4.83,2.15,NA,NA,NA,NA,NA,NA,NA
"1036","a",505.4S,633.7S,9,"TRUMP:","No",1036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","look",505.4S,633.7S,9,"TRUMP:","No",1037,5.95,1.68,3.76,2.64,5.88,1.67,NA,NA,NA,NA,NA,NA,NA
"1038","at",505.4S,633.7S,9,"TRUMP:","No",1038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","carrier",505.4S,633.7S,9,"TRUMP:","No",1039,5.19,1.63,2.96,2.07,5.1,1.89,NA,NA,NA,NA,NA,NA,NA
"1040","air",505.4S,633.7S,9,"TRUMP:","No",1040,6.71,1.85,3.25,2.55,5.72,2.8,NA,6.34,1.56,4.12,2.3,5.1,1.56
"1041","conditioning",505.4S,633.7S,9,"TRUMP:","No",1041,4.89,1.18,3.77,2.09,5.96,2.33,NA,NA,NA,NA,NA,NA,NA
"1042","in",505.4S,633.7S,9,"TRUMP:","No",1042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043","indianapolis",505.4S,633.7S,9,"TRUMP:","No",1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","they",505.4S,633.7S,9,"TRUMP:","No",1044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","left",505.4S,633.7S,9,"TRUMP:","No",1045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046","fired",505.4S,633.7S,9,"TRUMP:","No",1046,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA
"1047","1,400",505.4S,633.7S,9,"TRUMP:","No",1047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","people",505.4S,633.7S,9,"TRUMP:","No",1048,5.7,2.01,3.77,2.34,5.4,2.19,NA,7.33,1.7,5.94,2.09,6.14,2.02
"1049","they’re",505.4S,633.7S,9,"TRUMP:","No",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050","going",505.4S,633.7S,9,"TRUMP:","No",1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","to",505.4S,633.7S,9,"TRUMP:","No",1051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052","mexico",505.4S,633.7S,9,"TRUMP:","No",1052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1053","so",505.4S,633.7S,9,"TRUMP:","No",1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1054","many",505.4S,633.7S,9,"TRUMP:","No",1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055","hundreds",505.4S,633.7S,9,"TRUMP:","No",1055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056","and",505.4S,633.7S,9,"TRUMP:","No",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","hundreds",505.4S,633.7S,9,"TRUMP:","No",1057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","of",505.4S,633.7S,9,"TRUMP:","No",1058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059","companies",505.4S,633.7S,9,"TRUMP:","No",1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060","are",505.4S,633.7S,9,"TRUMP:","No",1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","doing",505.4S,633.7S,9,"TRUMP:","No",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","this",505.4S,633.7S,9,"TRUMP:","No",1062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063","we",505.4S,633.7S,9,"TRUMP:","No",1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","cannot",505.4S,633.7S,9,"TRUMP:","No",1064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","let",505.4S,633.7S,9,"TRUMP:","No",1065,5.95,1.76,2.71,1.71,6.06,1.8,NA,NA,NA,NA,NA,NA,NA
"1066","it",505.4S,633.7S,9,"TRUMP:","No",1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067","happen",505.4S,633.7S,9,"TRUMP:","No",1067,5.5,1.54,3.43,2.04,5.53,1.94,NA,NA,NA,NA,NA,NA,NA
"1068","under",505.4S,633.7S,9,"TRUMP:","No",1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","my",505.4S,633.7S,9,"TRUMP:","No",1069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070","plan",505.4S,633.7S,9,"TRUMP:","No",1070,6.14,1.46,3.86,2.26,6.28,1.93,NA,6.47,1.36,4.77,2.49,6.55,1.53
"1071","i’ll",505.4S,633.7S,9,"TRUMP:","No",1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072","be",505.4S,633.7S,9,"TRUMP:","No",1072,6.18,1.44,3.43,2.31,5.5,2.85,NA,NA,NA,NA,NA,NA,NA
"1073","reducing",505.4S,633.7S,9,"TRUMP:","No",1073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074","taxes",505.4S,633.7S,9,"TRUMP:","No",1074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","tremendously",505.4S,633.7S,9,"TRUMP:","No",1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076","from",505.4S,633.7S,9,"TRUMP:","No",1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077","35",505.4S,633.7S,9,"TRUMP:","No",1077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078","percent",505.4S,633.7S,9,"TRUMP:","No",1078,5.67,2.13,3.24,2.17,5.5,1.41,NA,NA,NA,NA,NA,NA,NA
"1079","to",505.4S,633.7S,9,"TRUMP:","No",1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080","15",505.4S,633.7S,9,"TRUMP:","No",1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","percent",505.4S,633.7S,9,"TRUMP:","No",1081,5.67,2.13,3.24,2.17,5.5,1.41,NA,NA,NA,NA,NA,NA,NA
"1082","for",505.4S,633.7S,9,"TRUMP:","No",1082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083","companies",505.4S,633.7S,9,"TRUMP:","No",1083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","small",505.4S,633.7S,9,"TRUMP:","No",1084,5.76,2.02,3.43,1.78,4.53,2.07,NA,NA,NA,NA,NA,NA,NA
"1085","and",505.4S,633.7S,9,"TRUMP:","No",1085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086","big",505.4S,633.7S,9,"TRUMP:","No",1086,5.64,1.73,4.33,2.42,5.61,1.54,1,NA,NA,NA,NA,NA,NA
"1087","businesses",505.4S,633.7S,9,"TRUMP:","No",1087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088","that’s",505.4S,633.7S,9,"TRUMP:","No",1088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089","going",505.4S,633.7S,9,"TRUMP:","No",1089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090","to",505.4S,633.7S,9,"TRUMP:","No",1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091","be",505.4S,633.7S,9,"TRUMP:","No",1091,6.18,1.44,3.43,2.31,5.5,2.85,NA,NA,NA,NA,NA,NA,NA
"1092","a",505.4S,633.7S,9,"TRUMP:","No",1092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093","job",505.4S,633.7S,9,"TRUMP:","No",1093,5.64,1.81,4,2.34,4.44,2.8,NA,5.83,2.15,5.2,2.23,5.7,1.82
"1094","creator",505.4S,633.7S,9,"TRUMP:","No",1094,6.45,2.06,4.89,2.98,6.12,2.45,NA,NA,NA,NA,NA,NA,NA
"1095","like",505.4S,633.7S,9,"TRUMP:","No",1095,7.44,1.46,4.4,2.5,6.28,1.45,2,7.52,1.72,6.63,2.2,5.41,2.69
"1096","we",505.4S,633.7S,9,"TRUMP:","No",1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","haven’t",505.4S,633.7S,9,"TRUMP:","No",1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098","seen",505.4S,633.7S,9,"TRUMP:","No",1098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","since",505.4S,633.7S,9,"TRUMP:","No",1099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","ronald",505.4S,633.7S,9,"TRUMP:","No",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","reagan",505.4S,633.7S,9,"TRUMP:","No",1101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","it’s",505.4S,633.7S,9,"TRUMP:","No",1102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","going",505.4S,633.7S,9,"TRUMP:","No",1103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","to",505.4S,633.7S,9,"TRUMP:","No",1104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","be",505.4S,633.7S,9,"TRUMP:","No",1105,6.18,1.44,3.43,2.31,5.5,2.85,NA,NA,NA,NA,NA,NA,NA
"1106","a",505.4S,633.7S,9,"TRUMP:","No",1106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","beautiful",505.4S,633.7S,9,"TRUMP:","No",1107,7.61,1.74,5.71,2.82,6.17,2.24,3,7.6,1.64,6.17,2.34,6.29,1.81
"1108","thing",505.4S,633.7S,9,"TRUMP:","No",1108,5.55,1.26,3.43,2.01,5.41,1.87,NA,4.83,0.83,4.17,1.72,4.77,1.28
"1109","to",505.4S,633.7S,9,"TRUMP:","No",1109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","watch",505.4S,633.7S,9,"TRUMP:","No",1110,5.45,1.68,3.37,2.04,6.55,2.16,NA,5.78,1.51,4.1,2.12,5.37,1.75
"1111","companies",505.4S,633.7S,9,"TRUMP:","No",1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","will",505.4S,633.7S,9,"TRUMP:","No",1112,5.32,1.78,2.9,2.07,6.61,2.33,NA,NA,NA,NA,NA,NA,NA
"1113","come",505.4S,633.7S,9,"TRUMP:","No",1113,5.64,1.26,3.57,2.04,5.94,1.88,NA,NA,NA,NA,NA,NA,NA
"1114","they",505.4S,633.7S,9,"TRUMP:","No",1114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115","will",505.4S,633.7S,9,"TRUMP:","No",1115,5.32,1.78,2.9,2.07,6.61,2.33,NA,NA,NA,NA,NA,NA,NA
"1116","build",505.4S,633.7S,9,"TRUMP:","No",1116,6.33,1.68,3.38,2.18,6.5,2.01,NA,NA,NA,NA,NA,NA,NA
"1117","they",505.4S,633.7S,9,"TRUMP:","No",1117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","will",505.4S,633.7S,9,"TRUMP:","No",1118,5.32,1.78,2.9,2.07,6.61,2.33,NA,NA,NA,NA,NA,NA,NA
"1119","expand",505.4S,633.7S,9,"TRUMP:","No",1119,5.35,1.42,3.3,2.05,5.43,1.72,1,NA,NA,NA,NA,NA,NA
"1120","new",505.4S,633.7S,9,"TRUMP:","No",1120,7.68,1.29,5.14,2.82,5.22,2.02,NA,NA,NA,NA,NA,NA,NA
"1121","companies",505.4S,633.7S,9,"TRUMP:","No",1121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","will",505.4S,633.7S,9,"TRUMP:","No",1122,5.32,1.78,2.9,2.07,6.61,2.33,NA,NA,NA,NA,NA,NA,NA
"1123","start",505.4S,633.7S,9,"TRUMP:","No",1123,6.41,1.53,4.81,2.79,5.5,2.2,NA,NA,NA,NA,NA,NA,NA
"1124","and",505.4S,633.7S,9,"TRUMP:","No",1124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","i",505.4S,633.7S,9,"TRUMP:","No",1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","look",505.4S,633.7S,9,"TRUMP:","No",1126,5.95,1.68,3.76,2.64,5.88,1.67,NA,NA,NA,NA,NA,NA,NA
"1127","very",505.4S,633.7S,9,"TRUMP:","No",1127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","very",505.4S,633.7S,9,"TRUMP:","No",1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","much",505.4S,633.7S,9,"TRUMP:","No",1129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","forward",505.4S,633.7S,9,"TRUMP:","No",1130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","to",505.4S,633.7S,9,"TRUMP:","No",1131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132","doing",505.4S,633.7S,9,"TRUMP:","No",1132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","it",505.4S,633.7S,9,"TRUMP:","No",1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","we",505.4S,633.7S,9,"TRUMP:","No",1134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","have",505.4S,633.7S,9,"TRUMP:","No",1135,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"1136","to",505.4S,633.7S,9,"TRUMP:","No",1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","renegotiate",505.4S,633.7S,9,"TRUMP:","No",1137,5.9,1.52,3.7,2.03,5.42,2.1,NA,NA,NA,NA,NA,NA,NA
"1138","our",505.4S,633.7S,9,"TRUMP:","No",1138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","trade",505.4S,633.7S,9,"TRUMP:","No",1139,5.91,2.04,4.45,2.86,6.26,2.28,NA,NA,NA,NA,NA,NA,NA
"1140","deals",505.4S,633.7S,9,"TRUMP:","No",1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","and",505.4S,633.7S,9,"TRUMP:","No",1141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","we",505.4S,633.7S,9,"TRUMP:","No",1142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","have",505.4S,633.7S,9,"TRUMP:","No",1143,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"1144","to",505.4S,633.7S,9,"TRUMP:","No",1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","stop",505.4S,633.7S,9,"TRUMP:","No",1145,4.73,1.16,4.14,2.5,5.06,2.7,-1,3.96,1.37,4.26,2.01,4.89,2.01
"1146","these",505.4S,633.7S,9,"TRUMP:","No",1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","countries",505.4S,633.7S,9,"TRUMP:","No",1147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","from",505.4S,633.7S,9,"TRUMP:","No",1148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
