"","word","StartTime","EndTime","Turn","Interlocutor","Interruption","Order","ValenceWarriner","ValenceUncertaintyWarriner","ArousalWarriner","ArousalUncertaintyWarriner","DominanceWarriner","DominanceUncertaintyWarriner","ValenceAfinn","ValenceAnew","ValenceUncertaintyAnew","ArousalAnew","ArousalUncertaintyAnew","DominanceAnew","DominanceUncertaintyAnew"
"31","are",NA,284.7S,1,"HOLT:","No",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","donald",NA,284.7S,1,"HOLT:","No",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","trump",NA,284.7S,1,"HOLT:","No",33,4.18,1.68,3.33,1.98,5.86,1.71,NA,NA,NA,NA,NA,NA,NA
"34","and",NA,284.7S,1,"HOLT:","No",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","hillary",NA,284.7S,1,"HOLT:","No",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","clinton",NA,284.7S,1,"HOLT:","No",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","this",NA,284.7S,1,"HOLT:","No",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","debate",NA,284.7S,1,"HOLT:","No",38,4.95,1.39,4.86,2.41,5.96,2.41,NA,NA,NA,NA,NA,NA,NA
"39","is",NA,284.7S,1,"HOLT:","No",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","sponsored",NA,284.7S,1,"HOLT:","No",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","by",NA,284.7S,1,"HOLT:","No",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","the",NA,284.7S,1,"HOLT:","No",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","commission",NA,284.7S,1,"HOLT:","No",43,5.81,2.06,4.59,2.5,5.38,2.14,NA,NA,NA,NA,NA,NA,NA
"44","on",NA,284.7S,1,"HOLT:","No",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","presidential",NA,284.7S,1,"HOLT:","No",45,4.95,1.35,4.06,2.24,5.18,2.81,NA,NA,NA,NA,NA,NA,NA
"46","debates",NA,284.7S,1,"HOLT:","No",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","a",NA,284.7S,1,"HOLT:","No",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","nonpartisan",NA,284.7S,1,"HOLT:","No",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","nonprofit",NA,284.7S,1,"HOLT:","No",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","organization",NA,284.7S,1,"HOLT:","No",50,5.71,1.45,3.09,2.39,5.96,2.09,NA,NA,NA,NA,NA,NA,NA
"51","the",NA,284.7S,1,"HOLT:","No",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","commission",NA,284.7S,1,"HOLT:","No",52,5.81,2.06,4.59,2.5,5.38,2.14,NA,NA,NA,NA,NA,NA,NA
"53","drafted",NA,284.7S,1,"HOLT:","No",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","tonight’s",NA,284.7S,1,"HOLT:","No",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","format",NA,284.7S,1,"HOLT:","No",55,5.19,1.54,2.73,2.07,4.81,2.34,NA,NA,NA,NA,NA,NA,NA
"56","and",NA,284.7S,1,"HOLT:","No",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","the",NA,284.7S,1,"HOLT:","No",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","rules",NA,284.7S,1,"HOLT:","No",58,NA,NA,NA,NA,NA,NA,NA,4.23,1.41,4.38,1.52,3.34,1.86
"59","have",NA,284.7S,1,"HOLT:","No",59,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"60","been",NA,284.7S,1,"HOLT:","No",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","agreed",NA,284.7S,1,"HOLT:","No",61,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"62","to",NA,284.7S,1,"HOLT:","No",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","by",NA,284.7S,1,"HOLT:","No",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","the",NA,284.7S,1,"HOLT:","No",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","campaigns",NA,284.7S,1,"HOLT:","No",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","the",NA,284.7S,1,"HOLT:","No",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","90",NA,284.7S,1,"HOLT:","No",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","minute",NA,284.7S,1,"HOLT:","No",68,5.5,1.47,3.76,2.64,4.17,2.28,NA,NA,NA,NA,NA,NA,NA
"69","debate",NA,284.7S,1,"HOLT:","No",69,4.95,1.39,4.86,2.41,5.96,2.41,NA,NA,NA,NA,NA,NA,NA
"70","is",NA,284.7S,1,"HOLT:","No",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","divided",NA,284.7S,1,"HOLT:","No",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","into",NA,284.7S,1,"HOLT:","No",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","six",NA,284.7S,1,"HOLT:","No",73,4.85,1.6,3.18,2.13,5.58,2.19,NA,NA,NA,NA,NA,NA,NA
"74","segments",NA,284.7S,1,"HOLT:","No",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","each",NA,284.7S,1,"HOLT:","No",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","15",NA,284.7S,1,"HOLT:","No",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","minutes",NA,284.7S,1,"HOLT:","No",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","long",NA,284.7S,1,"HOLT:","No",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","we’ll",NA,284.7S,1,"HOLT:","No",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","explore",NA,284.7S,1,"HOLT:","No",80,7,1.45,4.05,2.55,6.52,2.38,NA,NA,NA,NA,NA,NA,NA
"81","three",NA,284.7S,1,"HOLT:","No",81,5.43,1.08,3.38,2.09,5.45,2.06,NA,NA,NA,NA,NA,NA,NA
"82","topic",NA,284.7S,1,"HOLT:","No",82,5.5,1.67,3.2,2.17,5.96,1.78,NA,NA,NA,NA,NA,NA,NA
"83","areas",NA,284.7S,1,"HOLT:","No",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","tonight",NA,284.7S,1,"HOLT:","No",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","achieving",NA,284.7S,1,"HOLT:","No",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","prosperity",NA,284.7S,1,"HOLT:","No",86,7.1,1.45,5.3,2.47,6.55,2.04,NA,NA,NA,NA,NA,NA,NA
"87","america’s",NA,284.7S,1,"HOLT:","No",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","direction",NA,284.7S,1,"HOLT:","No",88,5.45,1.36,3.33,2.22,6.18,2.02,NA,NA,NA,NA,NA,NA,NA
"89","and",NA,284.7S,1,"HOLT:","No",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","securing",NA,284.7S,1,"HOLT:","No",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","america",NA,284.7S,1,"HOLT:","No",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","at",NA,284.7S,1,"HOLT:","No",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","the",NA,284.7S,1,"HOLT:","No",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","start",NA,284.7S,1,"HOLT:","No",94,6.41,1.53,4.81,2.79,5.5,2.2,NA,NA,NA,NA,NA,NA,NA
"95","of",NA,284.7S,1,"HOLT:","No",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","each",NA,284.7S,1,"HOLT:","No",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","segment",NA,284.7S,1,"HOLT:","No",97,4.63,1.42,3.61,2.12,5.29,1.83,NA,NA,NA,NA,NA,NA,NA
"98","i",NA,284.7S,1,"HOLT:","No",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","will",NA,284.7S,1,"HOLT:","No",99,5.32,1.78,2.9,2.07,6.61,2.33,NA,NA,NA,NA,NA,NA,NA
"100","ask",NA,284.7S,1,"HOLT:","No",100,5.95,1.4,3.48,2.16,6.29,1.83,NA,NA,NA,NA,NA,NA,NA
"101","the",NA,284.7S,1,"HOLT:","No",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","same",NA,284.7S,1,"HOLT:","No",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","lead",NA,284.7S,1,"HOLT:","No",103,5.56,1.76,3.95,2.37,5.22,2.82,NA,NA,NA,NA,NA,NA,NA
"104","off",NA,284.7S,1,"HOLT:","No",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","question",NA,284.7S,1,"HOLT:","No",105,6.36,1.62,3.67,2.24,5.88,2.31,NA,NA,NA,NA,NA,NA,NA
"106","to",NA,284.7S,1,"HOLT:","No",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","both",NA,284.7S,1,"HOLT:","No",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","candidates",NA,284.7S,1,"HOLT:","No",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","and",NA,284.7S,1,"HOLT:","No",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","they",NA,284.7S,1,"HOLT:","No",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","will",NA,284.7S,1,"HOLT:","No",111,5.32,1.78,2.9,2.07,6.61,2.33,NA,NA,NA,NA,NA,NA,NA
"112","each",NA,284.7S,1,"HOLT:","No",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","have",NA,284.7S,1,"HOLT:","No",113,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"114","up",NA,284.7S,1,"HOLT:","No",114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","to",NA,284.7S,1,"HOLT:","No",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","two",NA,284.7S,1,"HOLT:","No",116,6.3,1.63,3.33,2.57,5.05,2.15,NA,NA,NA,NA,NA,NA,NA
"117","minutes",NA,284.7S,1,"HOLT:","No",117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","to",NA,284.7S,1,"HOLT:","No",118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","respond",NA,284.7S,1,"HOLT:","No",119,5.71,1.68,3.09,2.07,6,1.94,NA,NA,NA,NA,NA,NA,NA
"120","from",NA,284.7S,1,"HOLT:","No",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","that",NA,284.7S,1,"HOLT:","No",121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","point",NA,284.7S,1,"HOLT:","No",122,5.45,1.01,3.86,2.29,6.27,1.58,NA,NA,NA,NA,NA,NA,NA
"123","until",NA,284.7S,1,"HOLT:","No",123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","the",NA,284.7S,1,"HOLT:","No",124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","end",NA,284.7S,1,"HOLT:","No",125,4.73,1.75,3.95,2.4,4.41,2.45,NA,3.44,1.64,4.44,2.17,4.41,1.78
"126","of",NA,284.7S,1,"HOLT:","No",126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","the",NA,284.7S,1,"HOLT:","No",127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","segment",NA,284.7S,1,"HOLT:","No",128,4.63,1.42,3.61,2.12,5.29,1.83,NA,NA,NA,NA,NA,NA,NA
"129","we’ll",NA,284.7S,1,"HOLT:","No",129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","have",NA,284.7S,1,"HOLT:","No",130,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"131","an",NA,284.7S,1,"HOLT:","No",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","open",NA,284.7S,1,"HOLT:","No",132,6.14,1.58,4.43,2.38,6.17,1.79,NA,NA,NA,NA,NA,NA,NA
"133","discussion",NA,284.7S,1,"HOLT:","No",133,6.18,1.33,5,2.52,5.95,1.57,NA,NA,NA,NA,NA,NA,NA
"134","the",NA,284.7S,1,"HOLT:","No",134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","questions",NA,284.7S,1,"HOLT:","No",135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","are",NA,284.7S,1,"HOLT:","No",136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","mine",NA,284.7S,1,"HOLT:","No",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","and",NA,284.7S,1,"HOLT:","No",138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","have",NA,284.7S,1,"HOLT:","No",139,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"140","not",NA,284.7S,1,"HOLT:","No",140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","been",NA,284.7S,1,"HOLT:","No",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","shared",NA,284.7S,1,"HOLT:","No",142,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"143","with",NA,284.7S,1,"HOLT:","No",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","the",NA,284.7S,1,"HOLT:","No",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","commission",NA,284.7S,1,"HOLT:","No",145,5.81,2.06,4.59,2.5,5.38,2.14,NA,NA,NA,NA,NA,NA,NA
"146","or",NA,284.7S,1,"HOLT:","No",146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","the",NA,284.7S,1,"HOLT:","No",147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","campaigns",NA,284.7S,1,"HOLT:","No",148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","the",NA,284.7S,1,"HOLT:","No",149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","audience",NA,284.7S,1,"HOLT:","No",150,5.89,2.03,4.91,2.45,5.14,2.49,NA,NA,NA,NA,NA,NA,NA
"151","here",NA,284.7S,1,"HOLT:","No",151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","in",NA,284.7S,1,"HOLT:","No",152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","the",NA,284.7S,1,"HOLT:","No",153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","room",NA,284.7S,1,"HOLT:","No",154,5.55,1.53,3.1,1.58,5.71,2.23,NA,5.52,1.12,3.77,1.96,5.52,1.61
"155","has",NA,284.7S,1,"HOLT:","No",155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","agreed",NA,284.7S,1,"HOLT:","No",156,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"157","to",NA,284.7S,1,"HOLT:","No",157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","remain",NA,284.7S,1,"HOLT:","No",158,5.68,1.39,3.2,1.99,6.58,2.22,NA,NA,NA,NA,NA,NA,NA
"159","silent",NA,284.7S,1,"HOLT:","No",159,5.14,1.98,3.21,2.02,6.59,2.28,NA,4.79,1.97,3.46,2.19,4.96,2.19
"160","so",NA,284.7S,1,"HOLT:","No",160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","that",NA,284.7S,1,"HOLT:","No",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","we",NA,284.7S,1,"HOLT:","No",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","can",NA,284.7S,1,"HOLT:","No",163,6.41,1.53,3.14,1.93,6.44,2.19,NA,NA,NA,NA,NA,NA,NA
"164","focus",NA,284.7S,1,"HOLT:","No",164,6.48,1.69,4.45,2.76,6.84,2.36,NA,NA,NA,NA,NA,NA,NA
"165","on",NA,284.7S,1,"HOLT:","No",165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","what",NA,284.7S,1,"HOLT:","No",166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","the",NA,284.7S,1,"HOLT:","No",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","candidates",NA,284.7S,1,"HOLT:","No",168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","are",NA,284.7S,1,"HOLT:","No",169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","saying",NA,284.7S,1,"HOLT:","No",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","i",NA,284.7S,1,"HOLT:","No",171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","will",NA,284.7S,1,"HOLT:","No",172,5.32,1.78,2.9,2.07,6.61,2.33,NA,NA,NA,NA,NA,NA,NA
"173","invite",NA,284.7S,1,"HOLT:","No",173,5.68,1.89,5.1,2.4,6.95,1.87,1,NA,NA,NA,NA,NA,NA
"174","you",NA,284.7S,1,"HOLT:","No",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","to",NA,284.7S,1,"HOLT:","No",175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","applaud",NA,284.7S,1,"HOLT:","No",176,6.7,1.17,5.05,1.75,5.91,2.02,2,NA,NA,NA,NA,NA,NA
"177","however",NA,284.7S,1,"HOLT:","No",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","at",NA,284.7S,1,"HOLT:","No",178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","this",NA,284.7S,1,"HOLT:","No",179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","moment",NA,284.7S,1,"HOLT:","No",180,6.1,1.55,4.05,2.33,6,1.53,NA,5.76,1.65,3.83,2.29,4.81,1.92
"181","as",NA,284.7S,1,"HOLT:","No",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","we",NA,284.7S,1,"HOLT:","No",182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","welcome",NA,284.7S,1,"HOLT:","No",183,7.27,1.88,3.76,2.26,6.24,2.17,2,NA,NA,NA,NA,NA,NA
"184","the",NA,284.7S,1,"HOLT:","No",184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","candidates",NA,284.7S,1,"HOLT:","No",185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","democratic",NA,284.7S,1,"HOLT:","No",186,5.7,1.63,4.33,2.35,6.62,2.53,NA,NA,NA,NA,NA,NA,NA
"187","nominee",NA,284.7S,1,"HOLT:","No",187,5.5,1.19,4.4,2.63,5.75,2.09,NA,NA,NA,NA,NA,NA,NA
"188","for",NA,284.7S,1,"HOLT:","No",188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","president",NA,284.7S,1,"HOLT:","No",189,5.23,1.57,4.71,2.69,4.38,2.73,NA,5.2,2.17,5.63,2.14,4.77,2.6
"190","of",NA,284.7S,1,"HOLT:","No",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","the",NA,284.7S,1,"HOLT:","No",191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","united",NA,284.7S,1,"HOLT:","No",192,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"193","states",NA,284.7S,1,"HOLT:","No",193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","hillary",NA,284.7S,1,"HOLT:","No",194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","clinton",NA,284.7S,1,"HOLT:","No",195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","and",NA,284.7S,1,"HOLT:","No",196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","republican",NA,284.7S,1,"HOLT:","No",197,4.26,2.02,3.11,1.84,5.4,3,NA,NA,NA,NA,NA,NA,NA
"198","nominee",NA,284.7S,1,"HOLT:","No",198,5.5,1.19,4.4,2.63,5.75,2.09,NA,NA,NA,NA,NA,NA,NA
"199","for",NA,284.7S,1,"HOLT:","No",199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","president",NA,284.7S,1,"HOLT:","No",200,5.23,1.57,4.71,2.69,4.38,2.73,NA,5.2,2.17,5.63,2.14,4.77,2.6
"201","of",NA,284.7S,1,"HOLT:","No",201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
