"","word","StartTime","EndTime","Turn","Interlocutor","Interruption","Order","ValenceWarriner","ValenceUncertaintyWarriner","ArousalWarriner","ArousalUncertaintyWarriner","DominanceWarriner","DominanceUncertaintyWarriner","ValenceAfinn","ValenceAnew","ValenceUncertaintyAnew","ArousalAnew","ArousalUncertaintyAnew","DominanceAnew","DominanceUncertaintyAnew"
"15197","which",5355.9S,5478.3S,280,"TRUMP:","Yes",15195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15198","essentially",5355.9S,5478.3S,280,"TRUMP:","Yes",15196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15199","is",5355.9S,5478.3S,280,"TRUMP:","Yes",15197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15200","killing",5355.9S,5478.3S,280,"TRUMP:","Yes",15198,1.95,1.53,5.52,3.16,4.47,2.91,-3,NA,NA,NA,NA,NA,NA
"15201","our",5355.9S,5478.3S,280,"TRUMP:","Yes",15199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15202","steelworkers",5355.9S,5478.3S,280,"TRUMP:","Yes",15200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15203","and",5355.9S,5478.3S,280,"TRUMP:","Yes",15201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15204","our",5355.9S,5478.3S,280,"TRUMP:","Yes",15202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15205","steel",5355.9S,5478.3S,280,"TRUMP:","Yes",15203,4.95,1.56,3.86,2.26,5.68,2.34,NA,NA,NA,NA,NA,NA,NA
"15206","companies",5355.9S,5478.3S,280,"TRUMP:","Yes",15204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15207","we",5355.9S,5478.3S,280,"TRUMP:","Yes",15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15208","have",5355.9S,5478.3S,280,"TRUMP:","Yes",15206,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"15209","to",5355.9S,5478.3S,280,"TRUMP:","Yes",15207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15210","guard",5355.9S,5478.3S,280,"TRUMP:","Yes",15208,5.89,2.17,3.6,2.58,4.06,2.65,NA,NA,NA,NA,NA,NA,NA
"15211","our",5355.9S,5478.3S,280,"TRUMP:","Yes",15209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15212","energy",5355.9S,5478.3S,280,"TRUMP:","Yes",15210,6.9,2.07,6.25,2.57,6.53,2.99,NA,7.23,1.55,6.9,1.94,6.93,1.62
"15213","companies",5355.9S,5478.3S,280,"TRUMP:","Yes",15211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15214","we",5355.9S,5478.3S,280,"TRUMP:","Yes",15212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15215","have",5355.9S,5478.3S,280,"TRUMP:","Yes",15213,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"15216","to",5355.9S,5478.3S,280,"TRUMP:","Yes",15214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15217","make",5355.9S,5478.3S,280,"TRUMP:","Yes",15215,6.09,1.6,3.67,2.33,6.22,2.32,NA,NA,NA,NA,NA,NA,NA
"15218","it",5355.9S,5478.3S,280,"TRUMP:","Yes",15216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15219","possible",5355.9S,5478.3S,280,"TRUMP:","Yes",15217,7.14,0.99,3.71,2.1,6,1.77,NA,NA,NA,NA,NA,NA,NA
"15220","the",5355.9S,5478.3S,280,"TRUMP:","Yes",15218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15221","epa",5355.9S,5478.3S,280,"TRUMP:","Yes",15219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15222","is",5355.9S,5478.3S,280,"TRUMP:","Yes",15220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15223","so",5355.9S,5478.3S,280,"TRUMP:","Yes",15221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15224","restrictive",5355.9S,5478.3S,280,"TRUMP:","Yes",15222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15225","that",5355.9S,5478.3S,280,"TRUMP:","Yes",15223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15226","they",5355.9S,5478.3S,280,"TRUMP:","Yes",15224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15227","are",5355.9S,5478.3S,280,"TRUMP:","Yes",15225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15228","putting",5355.9S,5478.3S,280,"TRUMP:","Yes",15226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15229","our",5355.9S,5478.3S,280,"TRUMP:","Yes",15227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15230","energy",5355.9S,5478.3S,280,"TRUMP:","Yes",15228,6.9,2.07,6.25,2.57,6.53,2.99,NA,7.23,1.55,6.9,1.94,6.93,1.62
"15231","companies",5355.9S,5478.3S,280,"TRUMP:","Yes",15229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15232","out",5355.9S,5478.3S,280,"TRUMP:","Yes",15230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15233","of",5355.9S,5478.3S,280,"TRUMP:","Yes",15231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15234","business",5355.9S,5478.3S,280,"TRUMP:","Yes",15232,5.48,1.81,3.71,1.93,5.35,2.42,NA,NA,NA,NA,NA,NA,NA
"15235","and",5355.9S,5478.3S,280,"TRUMP:","Yes",15233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15236","all",5355.9S,5478.3S,280,"TRUMP:","Yes",15234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15237","you",5355.9S,5478.3S,280,"TRUMP:","Yes",15235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15238","have",5355.9S,5478.3S,280,"TRUMP:","Yes",15236,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"15239","to",5355.9S,5478.3S,280,"TRUMP:","Yes",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15240","do",5355.9S,5478.3S,280,"TRUMP:","Yes",15238,5.41,1.84,3.67,2.15,6.35,2,NA,NA,NA,NA,NA,NA,NA
"15241","is",5355.9S,5478.3S,280,"TRUMP:","Yes",15239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15242","go",5355.9S,5478.3S,280,"TRUMP:","Yes",15240,6.32,1.25,4.86,2.41,5.33,2.11,NA,NA,NA,NA,NA,NA,NA
"15243","to",5355.9S,5478.3S,280,"TRUMP:","Yes",15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15244","a",5355.9S,5478.3S,280,"TRUMP:","Yes",15242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15245","great",5355.9S,5478.3S,280,"TRUMP:","Yes",15243,7.5,1.92,4.14,2.69,6.65,1.84,3,NA,NA,NA,NA,NA,NA
"15246","place",5355.9S,5478.3S,280,"TRUMP:","Yes",15244,5.86,1.36,3.52,2.32,6.53,1.91,NA,NA,NA,NA,NA,NA,NA
"15247","like",5355.9S,5478.3S,280,"TRUMP:","Yes",15245,7.44,1.46,4.4,2.5,6.28,1.45,2,7.52,1.72,6.63,2.2,5.41,2.69
"15248","west",5355.9S,5478.3S,280,"TRUMP:","Yes",15246,5.72,1.71,3.05,1.94,4.94,2.04,NA,NA,NA,NA,NA,NA,NA
"15249","virginia",5355.9S,5478.3S,280,"TRUMP:","Yes",15247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15250","or",5355.9S,5478.3S,280,"TRUMP:","Yes",15248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15251","places",5355.9S,5478.3S,280,"TRUMP:","Yes",15249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15252","like",5355.9S,5478.3S,280,"TRUMP:","Yes",15250,7.44,1.46,4.4,2.5,6.28,1.45,2,7.52,1.72,6.63,2.2,5.41,2.69
"15253","ohio",5355.9S,5478.3S,280,"TRUMP:","Yes",15251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15254","which",5355.9S,5478.3S,280,"TRUMP:","Yes",15252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15255","is",5355.9S,5478.3S,280,"TRUMP:","Yes",15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15256","phenomenal",5355.9S,5478.3S,280,"TRUMP:","Yes",15254,7.11,1.59,5.35,2.24,6.04,1.92,NA,NA,NA,NA,NA,NA,NA
"15257","or",5355.9S,5478.3S,280,"TRUMP:","Yes",15255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15258","places",5355.9S,5478.3S,280,"TRUMP:","Yes",15256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15259","like",5355.9S,5478.3S,280,"TRUMP:","Yes",15257,7.44,1.46,4.4,2.5,6.28,1.45,2,7.52,1.72,6.63,2.2,5.41,2.69
"15260","pennsylvania",5355.9S,5478.3S,280,"TRUMP:","Yes",15258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15261","and",5355.9S,5478.3S,280,"TRUMP:","Yes",15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15262","you",5355.9S,5478.3S,280,"TRUMP:","Yes",15260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15263","see",5355.9S,5478.3S,280,"TRUMP:","Yes",15261,6.27,1.61,3.9,2.28,6,2.29,NA,NA,NA,NA,NA,NA,NA
"15264","what",5355.9S,5478.3S,280,"TRUMP:","Yes",15262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15265","they’re",5355.9S,5478.3S,280,"TRUMP:","Yes",15263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15266","doing",5355.9S,5478.3S,280,"TRUMP:","Yes",15264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15267","to",5355.9S,5478.3S,280,"TRUMP:","Yes",15265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15268","the",5355.9S,5478.3S,280,"TRUMP:","Yes",15266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15269","people",5355.9S,5478.3S,280,"TRUMP:","Yes",15267,5.7,2.01,3.77,2.34,5.4,2.19,NA,7.33,1.7,5.94,2.09,6.14,2.02
"15270","miners",5355.9S,5478.3S,280,"TRUMP:","Yes",15268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15271","and",5355.9S,5478.3S,280,"TRUMP:","Yes",15269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15272","others",5355.9S,5478.3S,280,"TRUMP:","Yes",15270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15273","in",5355.9S,5478.3S,280,"TRUMP:","Yes",15271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15274","the",5355.9S,5478.3S,280,"TRUMP:","Yes",15272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15275","energy",5355.9S,5478.3S,280,"TRUMP:","Yes",15273,6.9,2.07,6.25,2.57,6.53,2.99,NA,7.23,1.55,6.9,1.94,6.93,1.62
"15276","business",5355.9S,5478.3S,280,"TRUMP:","Yes",15274,5.48,1.81,3.71,1.93,5.35,2.42,NA,NA,NA,NA,NA,NA,NA
"15277","it’s",5355.9S,5478.3S,280,"TRUMP:","Yes",15275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15278","a",5355.9S,5478.3S,280,"TRUMP:","Yes",15276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15279","disgrace",5355.9S,5478.3S,280,"TRUMP:","Yes",15277,2.45,1.19,4.28,2.49,3.32,2.14,-2,NA,NA,NA,NA,NA,NA
"15280","your",5478.5S,5479.2S,281,"COOPER:","No",15278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15281","time",5478.5S,5479.2S,281,"COOPER:","No",15279,5.6,1.78,3.41,2.56,4.36,2.41,NA,5.31,2.02,4.64,2.75,4.63,2.24
"15282","is",5478.5S,5479.2S,281,"COOPER:","No",15280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15283","up",5478.5S,5479.2S,281,"COOPER:","No",15281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15284","thank",5478.5S,5479.2S,281,"COOPER:","No",15282,7.77,1.41,3.33,2.31,6.89,1.91,2,NA,NA,NA,NA,NA,NA
"15285","you",5478.5S,5479.2S,281,"COOPER:","No",15283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15286","it’s",5479.3S,5480.3S,282,"TRUMP:","No",15284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15287","an",5479.3S,5480.3S,282,"TRUMP:","No",15285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15288","absolute",5479.3S,5480.3S,282,"TRUMP:","No",15286,5.43,1.4,3.48,2.27,5.58,2.66,NA,NA,NA,NA,NA,NA,NA
"15289","disgrace",5479.3S,5480.3S,282,"TRUMP:","No",15287,2.45,1.19,4.28,2.49,3.32,2.14,-2,NA,NA,NA,NA,NA,NA
"15290","and",5480.3S,5480.7S,283,"RADDATZ:","No",15288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15291","actually",5480.3S,5480.7S,283,"RADDATZ:","No",15289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15292","secretary",5480.8S,5482S,284,"COOPER:","No",15290,5.18,1.84,3.8,2.17,6.68,2.26,NA,5.76,1.3,4.66,2.04,5.86,1.62
"15293","clinton",5480.8S,5482S,284,"COOPER:","No",15291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15294","two",5480.8S,5482S,284,"COOPER:","No",15292,6.3,1.63,3.33,2.57,5.05,2.15,NA,NA,NA,NA,NA,NA,NA
"15295","minutes",5480.8S,5482S,284,"COOPER:","No",15293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15296","well",5483.5S,5604.7S,285,"CLINTON:","No",15294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15297","that",5483.5S,5604.7S,285,"CLINTON:","No",15295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15298","was",5483.5S,5604.7S,285,"CLINTON:","No",15296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15299","very",5483.5S,5604.7S,285,"CLINTON:","No",15297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15300","interesting",5483.5S,5604.7S,285,"CLINTON:","No",15298,6.78,2.07,5.1,2.55,6.83,1.54,2,NA,NA,NA,NA,NA,NA
"15301","first",5483.5S,5604.7S,285,"CLINTON:","No",15299,7.33,1.28,4.9,2.83,6.38,2.32,NA,6.89,2.22,6.14,2.48,7.21,1.93
"15302","of",5483.5S,5604.7S,285,"CLINTON:","No",15300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15303","all",5483.5S,5604.7S,285,"CLINTON:","No",15301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15304","china",5483.5S,5604.7S,285,"CLINTON:","No",15302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15305","is",5483.5S,5604.7S,285,"CLINTON:","No",15303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15306","illegally",5483.5S,5604.7S,285,"CLINTON:","No",15304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15307","dumping",5483.5S,5604.7S,285,"CLINTON:","No",15305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15308","steel",5483.5S,5604.7S,285,"CLINTON:","No",15306,4.95,1.56,3.86,2.26,5.68,2.34,NA,NA,NA,NA,NA,NA,NA
"15309","in",5483.5S,5604.7S,285,"CLINTON:","No",15307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15310","the",5483.5S,5604.7S,285,"CLINTON:","No",15308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15311","united",5483.5S,5604.7S,285,"CLINTON:","No",15309,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"15312","states",5483.5S,5604.7S,285,"CLINTON:","No",15310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15313","and",5483.5S,5604.7S,285,"CLINTON:","No",15311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15314","donald",5483.5S,5604.7S,285,"CLINTON:","No",15312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15315","trump",5483.5S,5604.7S,285,"CLINTON:","No",15313,4.18,1.68,3.33,1.98,5.86,1.71,NA,NA,NA,NA,NA,NA,NA
"15316","is",5483.5S,5604.7S,285,"CLINTON:","No",15314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15317","buying",5483.5S,5604.7S,285,"CLINTON:","No",15315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15318","it",5483.5S,5604.7S,285,"CLINTON:","No",15316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15319","to",5483.5S,5604.7S,285,"CLINTON:","No",15317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15320","build",5483.5S,5604.7S,285,"CLINTON:","No",15318,6.33,1.68,3.38,2.18,6.5,2.01,NA,NA,NA,NA,NA,NA,NA
"15321","his",5483.5S,5604.7S,285,"CLINTON:","No",15319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15322","buildings",5483.5S,5604.7S,285,"CLINTON:","No",15320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15323","putting",5483.5S,5604.7S,285,"CLINTON:","No",15321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15324","steelworkers",5483.5S,5604.7S,285,"CLINTON:","No",15322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15325","and",5483.5S,5604.7S,285,"CLINTON:","No",15323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15326","american",5483.5S,5604.7S,285,"CLINTON:","No",15324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15327","steel",5483.5S,5604.7S,285,"CLINTON:","No",15325,4.95,1.56,3.86,2.26,5.68,2.34,NA,NA,NA,NA,NA,NA,NA
"15328","plants",5483.5S,5604.7S,285,"CLINTON:","No",15326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15329","out",5483.5S,5604.7S,285,"CLINTON:","No",15327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15330","of",5483.5S,5604.7S,285,"CLINTON:","No",15328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15331","business",5483.5S,5604.7S,285,"CLINTON:","No",15329,5.48,1.81,3.71,1.93,5.35,2.42,NA,NA,NA,NA,NA,NA,NA
"15332","that’s",5483.5S,5604.7S,285,"CLINTON:","No",15330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15333","something",5483.5S,5604.7S,285,"CLINTON:","No",15331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15334","that",5483.5S,5604.7S,285,"CLINTON:","No",15332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15335","i",5483.5S,5604.7S,285,"CLINTON:","No",15333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15336","fought",5483.5S,5604.7S,285,"CLINTON:","No",15334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15337","against",5483.5S,5604.7S,285,"CLINTON:","No",15335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15338","as",5483.5S,5604.7S,285,"CLINTON:","No",15336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15339","a",5483.5S,5604.7S,285,"CLINTON:","No",15337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15340","senator",5483.5S,5604.7S,285,"CLINTON:","No",15338,4.32,1.96,3.75,2.36,5.84,2.85,NA,NA,NA,NA,NA,NA,NA
"15341","and",5483.5S,5604.7S,285,"CLINTON:","No",15339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15342","that",5483.5S,5604.7S,285,"CLINTON:","No",15340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15343","i",5483.5S,5604.7S,285,"CLINTON:","No",15341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15344","would",5483.5S,5604.7S,285,"CLINTON:","No",15342,5.91,1.54,3.81,2.38,5.94,1.6,NA,NA,NA,NA,NA,NA,NA
"15345","have",5483.5S,5604.7S,285,"CLINTON:","No",15343,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"15346","a",5483.5S,5604.7S,285,"CLINTON:","No",15344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15347","trade",5483.5S,5604.7S,285,"CLINTON:","No",15345,5.91,2.04,4.45,2.86,6.26,2.28,NA,NA,NA,NA,NA,NA,NA
"15348","prosecutor",5483.5S,5604.7S,285,"CLINTON:","No",15346,3.55,1.7,6.17,2.71,5.12,2.2,NA,NA,NA,NA,NA,NA,NA
"15349","to",5483.5S,5604.7S,285,"CLINTON:","No",15347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15350","make",5483.5S,5604.7S,285,"CLINTON:","No",15348,6.09,1.6,3.67,2.33,6.22,2.32,NA,NA,NA,NA,NA,NA,NA
"15351","sure",5483.5S,5604.7S,285,"CLINTON:","No",15349,6.64,2.13,3.48,2.25,6.82,1.51,NA,6.53,1.96,5,2.39,6.03,2.16
"15352","that",5483.5S,5604.7S,285,"CLINTON:","No",15350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15353","we",5483.5S,5604.7S,285,"CLINTON:","No",15351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15354","don’t",5483.5S,5604.7S,285,"CLINTON:","No",15352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15355","get",5483.5S,5604.7S,285,"CLINTON:","No",15353,6.09,1.57,3.67,2.03,5.65,1.93,NA,NA,NA,NA,NA,NA,NA
"15356","taken",5483.5S,5604.7S,285,"CLINTON:","No",15354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15357","advantage",5483.5S,5604.7S,285,"CLINTON:","No",15355,6.71,1.62,3.95,2.36,7.19,1.94,2,6.95,1.85,4.76,2.18,6.36,2.23
"15358","of",5483.5S,5604.7S,285,"CLINTON:","No",15356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15359","by",5483.5S,5604.7S,285,"CLINTON:","No",15357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15360","china",5483.5S,5604.7S,285,"CLINTON:","No",15358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15361","on",5483.5S,5604.7S,285,"CLINTON:","No",15359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15362","steel",5483.5S,5604.7S,285,"CLINTON:","No",15360,4.95,1.56,3.86,2.26,5.68,2.34,NA,NA,NA,NA,NA,NA,NA
"15363","or",5483.5S,5604.7S,285,"CLINTON:","No",15361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15364","anything",5483.5S,5604.7S,285,"CLINTON:","No",15362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15365","else",5483.5S,5604.7S,285,"CLINTON:","No",15363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15366","you",5483.5S,5604.7S,285,"CLINTON:","No",15364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15367","know",5483.5S,5604.7S,285,"CLINTON:","No",15365,6.82,1.44,3.24,2.02,5.78,1.96,NA,6.93,1.72,5.77,1.92,6.9,2.29
"15368","because",5483.5S,5604.7S,285,"CLINTON:","No",15366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15369","it",5483.5S,5604.7S,285,"CLINTON:","No",15367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15370","sounds",5483.5S,5604.7S,285,"CLINTON:","No",15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15371","like",5483.5S,5604.7S,285,"CLINTON:","No",15369,7.44,1.46,4.4,2.5,6.28,1.45,2,7.52,1.72,6.63,2.2,5.41,2.69
"15372","you’re",5483.5S,5604.7S,285,"CLINTON:","No",15370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15373","in",5483.5S,5604.7S,285,"CLINTON:","No",15371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15374","the",5483.5S,5604.7S,285,"CLINTON:","No",15372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15375","business",5483.5S,5604.7S,285,"CLINTON:","No",15373,5.48,1.81,3.71,1.93,5.35,2.42,NA,NA,NA,NA,NA,NA,NA
"15376","or",5483.5S,5604.7S,285,"CLINTON:","No",15374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15377","you’re",5483.5S,5604.7S,285,"CLINTON:","No",15375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15378","aware",5483.5S,5604.7S,285,"CLINTON:","No",15376,6.86,1.49,4.7,2.56,7.05,2.41,NA,NA,NA,NA,NA,NA,NA
"15379","of",5483.5S,5604.7S,285,"CLINTON:","No",15377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
