"","word","StartTime","EndTime","Turn","Interlocutor","Interruption","Order","ValenceWarriner","ValenceUncertaintyWarriner","ArousalWarriner","ArousalUncertaintyWarriner","DominanceWarriner","DominanceUncertaintyWarriner","ValenceAfinn","ValenceAnew","ValenceUncertaintyAnew","ArousalAnew","ArousalUncertaintyAnew","DominanceAnew","DominanceUncertaintyAnew"
"6881","so",2528.3S,2597.9S,117,"Clinton:","Yes",6881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6882","yes",2528.3S,2597.9S,117,"Clinton:","Yes",6882,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"6883","one",2528.3S,2597.9S,117,"Clinton:","Yes",6883,6.09,2.07,2.67,2.01,5.56,2.45,NA,NA,NA,NA,NA,NA,NA
"6884","of",2528.3S,2597.9S,117,"Clinton:","Yes",6884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6885","the",2528.3S,2597.9S,117,"Clinton:","Yes",6885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6886","ways",2528.3S,2597.9S,117,"Clinton:","Yes",6886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6887","you",2528.3S,2597.9S,117,"Clinton:","Yes",6887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6888","go",2528.3S,2597.9S,117,"Clinton:","Yes",6888,6.32,1.25,4.86,2.41,5.33,2.11,NA,NA,NA,NA,NA,NA,NA
"6889","after",2528.3S,2597.9S,117,"Clinton:","Yes",6889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6890","the",2528.3S,2597.9S,117,"Clinton:","Yes",6890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6891","debt",2528.3S,2597.9S,117,"Clinton:","Yes",6891,1.95,0.97,5.93,2.58,3.71,2.56,-2,2.22,1.17,5.68,2.74,3.02,2.16
"6892","one",2528.3S,2597.9S,117,"Clinton:","Yes",6892,6.09,2.07,2.67,2.01,5.56,2.45,NA,NA,NA,NA,NA,NA,NA
"6893","of",2528.3S,2597.9S,117,"Clinton:","Yes",6893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6894","the",2528.3S,2597.9S,117,"Clinton:","Yes",6894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6895","ways",2528.3S,2597.9S,117,"Clinton:","Yes",6895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6896","you",2528.3S,2597.9S,117,"Clinton:","Yes",6896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6897","create",2528.3S,2597.9S,117,"Clinton:","Yes",6897,7.86,1.13,6.26,2.58,7,2.24,NA,6.79,1.95,5.75,1.6,5.89,2.2
"6898","jobs",2528.3S,2597.9S,117,"Clinton:","Yes",6898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6899","is",2528.3S,2597.9S,117,"Clinton:","Yes",6899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6900","by",2528.3S,2597.9S,117,"Clinton:","Yes",6900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6901","investing",2528.3S,2597.9S,117,"Clinton:","Yes",6901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6902","in",2528.3S,2597.9S,117,"Clinton:","Yes",6902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6903","people",2528.3S,2597.9S,117,"Clinton:","Yes",6903,5.7,2.01,3.77,2.34,5.4,2.19,NA,7.33,1.7,5.94,2.09,6.14,2.02
"6904","so",2528.3S,2597.9S,117,"Clinton:","Yes",6904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6905","i",2528.3S,2597.9S,117,"Clinton:","Yes",6905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6906","do",2528.3S,2597.9S,117,"Clinton:","Yes",6906,5.41,1.84,3.67,2.15,6.35,2,NA,NA,NA,NA,NA,NA,NA
"6907","have",2528.3S,2597.9S,117,"Clinton:","Yes",6907,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"6908","investments",2528.3S,2597.9S,117,"Clinton:","Yes",6908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6909","investments",2528.3S,2597.9S,117,"Clinton:","Yes",6909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6910","in",2528.3S,2597.9S,117,"Clinton:","Yes",6910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6911","new",2528.3S,2597.9S,117,"Clinton:","Yes",6911,7.68,1.29,5.14,2.82,5.22,2.02,NA,NA,NA,NA,NA,NA,NA
"6912","jobs",2528.3S,2597.9S,117,"Clinton:","Yes",6912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6913","investments",2528.3S,2597.9S,117,"Clinton:","Yes",6913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6914","in",2528.3S,2597.9S,117,"Clinton:","Yes",6914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6915","education",2528.3S,2597.9S,117,"Clinton:","Yes",6915,6.58,1.75,4.64,2.15,6.82,1.99,NA,6.69,1.77,5.74,2.46,6.15,2.35
"6916","skill",2528.3S,2597.9S,117,"Clinton:","Yes",6916,6.65,1.81,4.94,2.39,7.41,1.65,NA,6.9,1.95,5.7,2.02,6.33,2.38
"6917","training",2528.3S,2597.9S,117,"Clinton:","Yes",6917,5.19,1.89,4.1,2.71,6.26,2.54,NA,NA,NA,NA,NA,NA,NA
"6918","and",2528.3S,2597.9S,117,"Clinton:","Yes",6918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6919","the",2528.3S,2597.9S,117,"Clinton:","Yes",6919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6920","opportunities",2528.3S,2597.9S,117,"Clinton:","Yes",6920,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"6921","for",2528.3S,2597.9S,117,"Clinton:","Yes",6921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6922","people",2528.3S,2597.9S,117,"Clinton:","Yes",6922,5.7,2.01,3.77,2.34,5.4,2.19,NA,7.33,1.7,5.94,2.09,6.14,2.02
"6923","to",2528.3S,2597.9S,117,"Clinton:","Yes",6923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6924","get",2528.3S,2597.9S,117,"Clinton:","Yes",6924,6.09,1.57,3.67,2.03,5.65,1.93,NA,NA,NA,NA,NA,NA,NA
"6925","ahead",2528.3S,2597.9S,117,"Clinton:","Yes",6925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6926","and",2528.3S,2597.9S,117,"Clinton:","Yes",6926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6927","stay",2528.3S,2597.9S,117,"Clinton:","Yes",6927,6.14,1.64,3.14,1.82,5.71,2.08,NA,NA,NA,NA,NA,NA,NA
"6928","ahead",2528.3S,2597.9S,117,"Clinton:","Yes",6928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6929","that's",2528.3S,2597.9S,117,"Clinton:","Yes",6929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6930","the",2528.3S,2597.9S,117,"Clinton:","Yes",6930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6931","kind",2528.3S,2597.9S,117,"Clinton:","Yes",6931,7.78,1.12,3.19,2.02,7.62,1.79,2,7.59,1.67,4.46,2.55,5.95,1.93
"6932","of",2528.3S,2597.9S,117,"Clinton:","Yes",6932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6933","approach",2528.3S,2597.9S,117,"Clinton:","Yes",6933,5.45,1.15,4.48,1.91,6.03,2.08,NA,NA,NA,NA,NA,NA,NA
"6934","secretary",2597.9S,2598.2S,118,"Wallace:","No",6934,5.18,1.84,3.8,2.17,6.68,2.26,NA,5.76,1.3,4.66,2.04,5.86,1.62
"6935","that",2598.2S,2605.9S,119,"Clinton:","No",6935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6936","will",2598.2S,2605.9S,119,"Clinton:","No",6936,5.32,1.78,2.9,2.07,6.61,2.33,NA,NA,NA,NA,NA,NA,NA
"6937","work",2598.2S,2605.9S,119,"Clinton:","No",6937,5.05,1.73,4.33,2.37,6.12,2,NA,3.96,2.05,5.11,2.28,4.11,2.17
"6938","cutting",2598.2S,2605.9S,119,"Clinton:","No",6938,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA
"6939","taxes",2598.2S,2605.9S,119,"Clinton:","No",6939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6940","on",2598.2S,2605.9S,119,"Clinton:","No",6940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6941","the",2598.2S,2605.9S,119,"Clinton:","No",6941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6942","wealthy",2598.2S,2605.9S,119,"Clinton:","No",6942,6.37,1.5,5.3,2.69,6.11,2.54,2,7.7,1.34,5.8,2.73,6.77,2.57
"6943","we've",2598.2S,2605.9S,119,"Clinton:","No",6943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6944","tried",2598.2S,2605.9S,119,"Clinton:","No",6944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6945","that",2598.2S,2605.9S,119,"Clinton:","No",6945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6946","it",2598.2S,2605.9S,119,"Clinton:","No",6946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6947","has",2598.2S,2605.9S,119,"Clinton:","No",6947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6948","not",2598.2S,2605.9S,119,"Clinton:","No",6948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6949","worked",2598.2S,2605.9S,119,"Clinton:","No",6949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6950","the",2598.2S,2605.9S,119,"Clinton:","No",6950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6951","way",2598.2S,2605.9S,119,"Clinton:","No",6951,5.91,1.44,2.9,1.92,4.83,1.82,NA,NA,NA,NA,NA,NA,NA
"6952","that",2598.2S,2605.9S,119,"Clinton:","No",6952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6953","it",2598.2S,2605.9S,119,"Clinton:","No",6953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6954","has",2598.2S,2605.9S,119,"Clinton:","No",6954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6955","been",2598.2S,2605.9S,119,"Clinton:","No",6955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6956","promised",2598.2S,2605.9S,119,"Clinton:","No",6956,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"6957","secretary",2602.2S,2619.9S,120,"Wallace:","Yes",6957,5.18,1.84,3.8,2.17,6.68,2.26,NA,5.76,1.3,4.66,2.04,5.86,1.62
"6958","clinton",2602.2S,2619.9S,120,"Wallace:","Yes",6958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6959","i",2602.2S,2619.9S,120,"Wallace:","Yes",6959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6960","want",2602.2S,2619.9S,120,"Wallace:","Yes",6960,6,1.8,5.29,2.12,5.39,2.68,1,5.25,2.08,6,2.11,4.54,2.13
"6961","to",2602.2S,2619.9S,120,"Wallace:","Yes",6961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6962","pursue",2602.2S,2619.9S,120,"Wallace:","Yes",6962,5.39,1.61,4.45,2.91,6.12,2.15,NA,NA,NA,NA,NA,NA,NA
"6963","your",2602.2S,2619.9S,120,"Wallace:","Yes",6963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6964","plan",2602.2S,2619.9S,120,"Wallace:","Yes",6964,6.14,1.46,3.86,2.26,6.28,1.93,NA,6.47,1.36,4.77,2.49,6.55,1.53
"6965","because",2602.2S,2619.9S,120,"Wallace:","Yes",6965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6966","in",2602.2S,2619.9S,120,"Wallace:","Yes",6966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6967","many",2602.2S,2619.9S,120,"Wallace:","Yes",6967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6968","ways",2602.2S,2619.9S,120,"Wallace:","Yes",6968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6969","it",2602.2S,2619.9S,120,"Wallace:","Yes",6969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6970","is",2602.2S,2619.9S,120,"Wallace:","Yes",6970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6971","similar",2602.2S,2619.9S,120,"Wallace:","Yes",6971,5.86,1.42,3.43,1.83,5.8,1.98,NA,NA,NA,NA,NA,NA,NA
"6972","to",2602.2S,2619.9S,120,"Wallace:","Yes",6972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6973","the",2602.2S,2619.9S,120,"Wallace:","Yes",6973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6974","obama",2602.2S,2619.9S,120,"Wallace:","Yes",6974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6975","stimulus",2602.2S,2619.9S,120,"Wallace:","Yes",6975,5.63,2.01,4.7,2.69,6.21,1.84,NA,NA,NA,NA,NA,NA,NA
"6976","plan",2602.2S,2619.9S,120,"Wallace:","Yes",6976,6.14,1.46,3.86,2.26,6.28,1.93,NA,6.47,1.36,4.77,2.49,6.55,1.53
"6977","in",2602.2S,2619.9S,120,"Wallace:","Yes",6977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6978","2009",2602.2S,2619.9S,120,"Wallace:","Yes",6978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6979","which",2602.2S,2619.9S,120,"Wallace:","Yes",6979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6980","has",2602.2S,2619.9S,120,"Wallace:","Yes",6980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6981","led",2602.2S,2619.9S,120,"Wallace:","Yes",6981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6982","to",2602.2S,2619.9S,120,"Wallace:","Yes",6982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6983","the",2602.2S,2619.9S,120,"Wallace:","Yes",6983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6984","slowest",2602.2S,2619.9S,120,"Wallace:","Yes",6984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6985","gdp",2602.2S,2619.9S,120,"Wallace:","Yes",6985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6986","growth",2602.2S,2619.9S,120,"Wallace:","Yes",6986,6,1.53,4.95,1.96,6.04,2.12,2,NA,NA,NA,NA,NA,NA
"6987","since",2602.2S,2619.9S,120,"Wallace:","Yes",6987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6988","1949",2602.2S,2619.9S,120,"Wallace:","Yes",6988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6989","correct",2620.2S,2620.8S,121,"Trump:","No",6989,6.94,2.34,3.48,2.68,7.06,2.01,NA,NA,NA,NA,NA,NA,NA
"6990","thank",2622.6S,2636.3S,122,"Wallace:","No",6990,7.77,1.41,3.33,2.31,6.89,1.91,2,NA,NA,NA,NA,NA,NA
"6991","you",2622.6S,2636.3S,122,"Wallace:","No",6991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6992","sir",2622.6S,2636.3S,122,"Wallace:","No",6992,5.45,1.41,4.33,2.35,5.11,1.75,NA,NA,NA,NA,NA,NA,NA
"6993","you",2622.6S,2636.3S,122,"Wallace:","No",6993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6994","told",2622.6S,2636.3S,122,"Wallace:","No",6994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6995","me",2622.6S,2636.3S,122,"Wallace:","No",6995,NA,NA,NA,NA,NA,NA,NA,8.06,1.29,5.97,2.66,7.88,1.6
"6996","in",2622.6S,2636.3S,122,"Wallace:","No",6996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6997","july",2622.6S,2636.3S,122,"Wallace:","No",6997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6998","when",2622.6S,2636.3S,122,"Wallace:","No",6998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6999","we",2622.6S,2636.3S,122,"Wallace:","No",6999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7000","spoke",2622.6S,2636.3S,122,"Wallace:","No",7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7001","that",2622.6S,2636.3S,122,"Wallace:","No",7001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7002","the",2622.6S,2636.3S,122,"Wallace:","No",7002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7003","problem",2622.6S,2636.3S,122,"Wallace:","No",7003,3.52,1.94,4.81,2.42,4.94,2.3,-2,2.74,1.61,5.81,2.22,4.04,2.53
"7004","is",2622.6S,2636.3S,122,"Wallace:","No",7004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7005","that",2622.6S,2636.3S,122,"Wallace:","No",7005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7006","president",2622.6S,2636.3S,122,"Wallace:","No",7006,5.23,1.57,4.71,2.69,4.38,2.73,NA,5.2,2.17,5.63,2.14,4.77,2.6
"7007","obama",2622.6S,2636.3S,122,"Wallace:","No",7007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7008","didn't",2622.6S,2636.3S,122,"Wallace:","No",7008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7009","get",2622.6S,2636.3S,122,"Wallace:","No",7009,6.09,1.57,3.67,2.03,5.65,1.93,NA,NA,NA,NA,NA,NA,NA
"7010","to",2622.6S,2636.3S,122,"Wallace:","No",7010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7011","do",2622.6S,2636.3S,122,"Wallace:","No",7011,5.41,1.84,3.67,2.15,6.35,2,NA,NA,NA,NA,NA,NA,NA
"7012","enough",2622.6S,2636.3S,122,"Wallace:","No",7012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7013","in",2622.6S,2636.3S,122,"Wallace:","No",7013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7014","what",2622.6S,2636.3S,122,"Wallace:","No",7014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7015","he",2622.6S,2636.3S,122,"Wallace:","No",7015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7016","was",2622.6S,2636.3S,122,"Wallace:","No",7016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7017","trying",2622.6S,2636.3S,122,"Wallace:","No",7017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7018","to",2622.6S,2636.3S,122,"Wallace:","No",7018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7019","do",2622.6S,2636.3S,122,"Wallace:","No",7019,5.41,1.84,3.67,2.15,6.35,2,NA,NA,NA,NA,NA,NA,NA
"7020","with",2622.6S,2636.3S,122,"Wallace:","No",7020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7021","the",2622.6S,2636.3S,122,"Wallace:","No",7021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7022","stimulus",2622.6S,2636.3S,122,"Wallace:","No",7022,5.63,2.01,4.7,2.69,6.21,1.84,NA,NA,NA,NA,NA,NA,NA
"7023","so",2622.6S,2636.3S,122,"Wallace:","No",7023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7024","is",2622.6S,2636.3S,122,"Wallace:","No",7024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7025","your",2622.6S,2636.3S,122,"Wallace:","No",7025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7026","plan",2622.6S,2636.3S,122,"Wallace:","No",7026,6.14,1.46,3.86,2.26,6.28,1.93,NA,6.47,1.36,4.77,2.49,6.55,1.53
"7027","basically",2622.6S,2636.3S,122,"Wallace:","No",7027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7028","more",2622.6S,2636.3S,122,"Wallace:","No",7028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7029","even",2622.6S,2636.3S,122,"Wallace:","No",7029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7030","more",2622.6S,2636.3S,122,"Wallace:","No",7030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7031","of",2622.6S,2636.3S,122,"Wallace:","No",7031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7032","the",2622.6S,2636.3S,122,"Wallace:","No",7032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7033","obama",2622.6S,2636.3S,122,"Wallace:","No",7033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7034","stimulus",2622.6S,2636.3S,122,"Wallace:","No",7034,5.63,2.01,4.7,2.69,6.21,1.84,NA,NA,NA,NA,NA,NA,NA
"7035","well",2637S,2715.7S,123,"Clinton:","No",7035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7036","it",2637S,2715.7S,123,"Clinton:","No",7036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7037","is",2637S,2715.7S,123,"Clinton:","No",7037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7038","a",2637S,2715.7S,123,"Clinton:","No",7038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7039","combination",2637S,2715.7S,123,"Clinton:","No",7039,5.47,1.65,3.5,2.24,5.96,1.65,NA,NA,NA,NA,NA,NA,NA
"7040","chris",2637S,2715.7S,123,"Clinton:","No",7040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7041","let",2637S,2715.7S,123,"Clinton:","No",7041,5.95,1.76,2.71,1.71,6.06,1.8,NA,NA,NA,NA,NA,NA,NA
"7042","me",2637S,2715.7S,123,"Clinton:","No",7042,NA,NA,NA,NA,NA,NA,NA,8.06,1.29,5.97,2.66,7.88,1.6
"7043","say",2637S,2715.7S,123,"Clinton:","No",7043,5.91,1.66,4.43,2.48,6.88,1.83,NA,NA,NA,NA,NA,NA,NA
"7044","that",2637S,2715.7S,123,"Clinton:","No",7044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7045","when",2637S,2715.7S,123,"Clinton:","No",7045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7046","you",2637S,2715.7S,123,"Clinton:","No",7046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7047","inherit",2637S,2715.7S,123,"Clinton:","No",7047,7.11,1.71,4.35,2.48,4.76,1.9,NA,NA,NA,NA,NA,NA,NA
"7048","the",2637S,2715.7S,123,"Clinton:","No",7048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7049","level",2637S,2715.7S,123,"Clinton:","No",7049,5.72,1.67,2.15,1.63,5.61,1.72,NA,NA,NA,NA,NA,NA,NA
"7050","of",2637S,2715.7S,123,"Clinton:","No",7050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7051","economic",2637S,2715.7S,123,"Clinton:","No",7051,5.1,1.71,3.62,1.86,4.21,2.21,NA,NA,NA,NA,NA,NA,NA
"7052","catastrophe",2637S,2715.7S,123,"Clinton:","No",7052,2.7,1.81,5.64,2.44,2.5,2.16,-3,NA,NA,NA,NA,NA,NA
"7053","that",2637S,2715.7S,123,"Clinton:","No",7053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7054","president",2637S,2715.7S,123,"Clinton:","No",7054,5.23,1.57,4.71,2.69,4.38,2.73,NA,5.2,2.17,5.63,2.14,4.77,2.6
"7055","obama",2637S,2715.7S,123,"Clinton:","No",7055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7056","inherited",2637S,2715.7S,123,"Clinton:","No",7056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7057","it",2637S,2715.7S,123,"Clinton:","No",7057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7058","was",2637S,2715.7S,123,"Clinton:","No",7058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7059","a",2637S,2715.7S,123,"Clinton:","No",7059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7060","real",2637S,2715.7S,123,"Clinton:","No",7060,7.09,1.63,4.05,2.38,5.89,1.78,NA,NA,NA,NA,NA,NA,NA
"7061","touch",2637S,2715.7S,123,"Clinton:","No",7061,6.64,1.76,4.9,2.14,6.24,2.19,NA,6.31,1.49,6.19,2.08,5.81,1.67
"7062","and",2637S,2715.7S,123,"Clinton:","No",7062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7063","go",2637S,2715.7S,123,"Clinton:","No",7063,6.32,1.25,4.86,2.41,5.33,2.11,NA,NA,NA,NA,NA,NA,NA
"7064","situation",2637S,2715.7S,123,"Clinton:","No",7064,5.33,1.53,4.05,2.58,4.33,2.14,NA,NA,NA,NA,NA,NA,NA
"7065","i",2637S,2715.7S,123,"Clinton:","No",7065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
