"","word","StartTime","EndTime","Turn","Interlocutor","Interruption","Debate","Order","ValenceWarriner","ValenceUncertaintyWarriner","ArousalWarriner","ArousalUncertaintyWarriner","DominanceWarriner","DominanceUncertaintyWarriner","ValenceAfinn","ValenceAnew","ValenceUncertaintyAnew","ArousalAnew","ArousalUncertaintyAnew","DominanceAnew","DominanceUncertaintyAnew"
"3829","the",1382S,1485.4S,39,"Obama:","No",1,3829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3830","american",1382S,1485.4S,39,"Obama:","No",1,3830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3831","people",1382S,1485.4S,39,"Obama:","No",1,3831,5.7,2.01,3.77,2.34,5.4,2.19,NA,7.33,1.7,5.94,2.09,6.14,2.02
"3832","if",1382S,1485.4S,39,"Obama:","No",1,3832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3833","you",1382S,1485.4S,39,"Obama:","No",1,3833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3834","believe",1382S,1485.4S,39,"Obama:","No",1,3834,7.05,1.36,3.33,2.15,6.56,2.06,NA,NA,NA,NA,NA,NA,NA
"3835","that",1382S,1485.4S,39,"Obama:","No",1,3835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3836","we",1382S,1485.4S,39,"Obama:","No",1,3836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3837","can",1382S,1485.4S,39,"Obama:","No",1,3837,6.41,1.53,3.14,1.93,6.44,2.19,NA,NA,NA,NA,NA,NA,NA
"3838","cut",1382S,1485.4S,39,"Obama:","No",1,3838,3.9,1.84,5.07,2.43,4.55,2.14,-1,3.64,2.08,5,2.32,4.7,1.98
"3839","taxes",1382S,1485.4S,39,"Obama:","No",1,3839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3840","by",1382S,1485.4S,39,"Obama:","No",1,3840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3841","5",1382S,1485.4S,39,"Obama:","No",1,3841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3842","trillion",1382S,1485.4S,39,"Obama:","No",1,3842,5.85,1.95,5.19,2.46,5.25,2.13,NA,NA,NA,NA,NA,NA,NA
"3843","and",1382S,1485.4S,39,"Obama:","No",1,3843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3844","add",1382S,1485.4S,39,"Obama:","No",1,3844,6.23,1.77,4,2.38,6.79,2.07,NA,NA,NA,NA,NA,NA,NA
"3845","2",1382S,1485.4S,39,"Obama:","No",1,3845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3846","trillion",1382S,1485.4S,39,"Obama:","No",1,3846,5.85,1.95,5.19,2.46,5.25,2.13,NA,NA,NA,NA,NA,NA,NA
"3847","in",1382S,1485.4S,39,"Obama:","No",1,3847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3848","additional",1382S,1485.4S,39,"Obama:","No",1,3848,6.15,1.76,3.61,2.17,4.95,1.99,NA,NA,NA,NA,NA,NA,NA
"3849","spending",1382S,1485.4S,39,"Obama:","No",1,3849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3850","that",1382S,1485.4S,39,"Obama:","No",1,3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3851","the",1382S,1485.4S,39,"Obama:","No",1,3851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3852","military",1382S,1485.4S,39,"Obama:","No",1,3852,4.9,2.34,5.8,2.31,5.89,2.64,NA,5.54,1.9,5.35,2,4.65,2.3
"3853","is",1382S,1485.4S,39,"Obama:","No",1,3853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3854","not",1382S,1485.4S,39,"Obama:","No",1,3854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3855","asking",1382S,1485.4S,39,"Obama:","No",1,3855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3856","for",1382S,1485.4S,39,"Obama:","No",1,3856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3857","7",1382S,1485.4S,39,"Obama:","No",1,3857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3858","trillion",1382S,1485.4S,39,"Obama:","No",1,3858,5.85,1.95,5.19,2.46,5.25,2.13,NA,NA,NA,NA,NA,NA,NA
"3859","just",1382S,1485.4S,39,"Obama:","No",1,3859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3860","to",1382S,1485.4S,39,"Obama:","No",1,3860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3861","give",1382S,1485.4S,39,"Obama:","No",1,3861,7.73,1.08,4.57,2.23,5.72,2.47,NA,7.13,1.38,5.33,1.88,6.27,1.82
"3862","you",1382S,1485.4S,39,"Obama:","No",1,3862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3863","a",1382S,1485.4S,39,"Obama:","No",1,3863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3864","sense",1382S,1485.4S,39,"Obama:","No",1,3864,6.09,1.34,3.7,1.81,6.29,1.72,NA,NA,NA,NA,NA,NA,NA
"3865","over",1382S,1485.4S,39,"Obama:","No",1,3865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3866","10",1382S,1485.4S,39,"Obama:","No",1,3866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3867","years",1382S,1485.4S,39,"Obama:","No",1,3867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3868","that's",1382S,1485.4S,39,"Obama:","No",1,3868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3869","more",1382S,1485.4S,39,"Obama:","No",1,3869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3870","than",1382S,1485.4S,39,"Obama:","No",1,3870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3871","our",1382S,1485.4S,39,"Obama:","No",1,3871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3872","entire",1382S,1485.4S,39,"Obama:","No",1,3872,5.67,1.71,2.85,1.87,5.06,2.13,NA,NA,NA,NA,NA,NA,NA
"3873","defense",1382S,1485.4S,39,"Obama:","No",1,3873,5.36,1.84,5.11,2.62,5.53,2.59,NA,NA,NA,NA,NA,NA,NA
"3874","budget",1382S,1485.4S,39,"Obama:","No",1,3874,4.56,1.95,3.33,1.88,4.9,2.29,NA,NA,NA,NA,NA,NA,NA
"3875","and",1382S,1485.4S,39,"Obama:","No",1,3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3876","you",1382S,1485.4S,39,"Obama:","No",1,3876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3877","think",1382S,1485.4S,39,"Obama:","No",1,3877,6.68,1.67,3.75,2.27,6.5,2.01,NA,6.41,1.88,5.34,2.48,6.38,2.19
"3878","that",1382S,1485.4S,39,"Obama:","No",1,3878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3879","by",1382S,1485.4S,39,"Obama:","No",1,3879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3880","closing",1382S,1485.4S,39,"Obama:","No",1,3880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3881","loopholes",1382S,1485.4S,39,"Obama:","No",1,3881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3882","and",1382S,1485.4S,39,"Obama:","No",1,3882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3883","deductions",1382S,1485.4S,39,"Obama:","No",1,3883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3884","for",1382S,1485.4S,39,"Obama:","No",1,3884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3885","the",1382S,1485.4S,39,"Obama:","No",1,3885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3886","well",1382S,1485.4S,39,"Obama:","No",1,3886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3887","to",1382S,1485.4S,39,"Obama:","No",1,3887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3888","do",1382S,1485.4S,39,"Obama:","No",1,3888,5.41,1.84,3.67,2.15,6.35,2,NA,NA,NA,NA,NA,NA,NA
"3889","somehow",1382S,1485.4S,39,"Obama:","No",1,3889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3890","you",1382S,1485.4S,39,"Obama:","No",1,3890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3891","will",1382S,1485.4S,39,"Obama:","No",1,3891,5.32,1.78,2.9,2.07,6.61,2.33,NA,NA,NA,NA,NA,NA,NA
"3892","not",1382S,1485.4S,39,"Obama:","No",1,3892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3893","end",1382S,1485.4S,39,"Obama:","No",1,3893,4.73,1.75,3.95,2.4,4.41,2.45,NA,3.44,1.64,4.44,2.17,4.41,1.78
"3894","up",1382S,1485.4S,39,"Obama:","No",1,3894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3895","picking",1382S,1485.4S,39,"Obama:","No",1,3895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3896","up",1382S,1485.4S,39,"Obama:","No",1,3896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3897","the",1382S,1485.4S,39,"Obama:","No",1,3897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3898","tab",1382S,1485.4S,39,"Obama:","No",1,3898,5.09,1.44,4.42,2.65,5.71,2.03,NA,NA,NA,NA,NA,NA,NA
"3899","then",1382S,1485.4S,39,"Obama:","No",1,3899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3900","governor",1382S,1485.4S,39,"Obama:","No",1,3900,5.32,1.49,3.65,2.3,6.05,2.46,NA,NA,NA,NA,NA,NA,NA
"3901","romney's",1382S,1485.4S,39,"Obama:","No",1,3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3902","plan",1382S,1485.4S,39,"Obama:","No",1,3902,6.14,1.46,3.86,2.26,6.28,1.93,NA,6.47,1.36,4.77,2.49,6.55,1.53
"3903","may",1382S,1485.4S,39,"Obama:","No",1,3903,5.55,2.06,3.19,1.86,5.94,2.25,NA,NA,NA,NA,NA,NA,NA
"3904","work",1382S,1485.4S,39,"Obama:","No",1,3904,5.05,1.73,4.33,2.37,6.12,2,NA,3.96,2.05,5.11,2.28,4.11,2.17
"3905","for",1382S,1485.4S,39,"Obama:","No",1,3905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3906","you",1382S,1485.4S,39,"Obama:","No",1,3906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3907","but",1382S,1485.4S,39,"Obama:","No",1,3907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3908","i",1382S,1485.4S,39,"Obama:","No",1,3908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3909","think",1382S,1485.4S,39,"Obama:","No",1,3909,6.68,1.67,3.75,2.27,6.5,2.01,NA,6.41,1.88,5.34,2.48,6.38,2.19
"3910","math",1382S,1485.4S,39,"Obama:","No",1,3910,4.45,2.37,4.96,3.1,5.79,2.42,NA,3.81,2.13,4.62,2.57,4.44,2.34
"3911","common",1382S,1485.4S,39,"Obama:","No",1,3911,5.94,2.13,2.43,1.83,5.83,1.95,NA,NA,NA,NA,NA,NA,NA
"3912","sense",1382S,1485.4S,39,"Obama:","No",1,3912,6.09,1.34,3.7,1.81,6.29,1.72,NA,NA,NA,NA,NA,NA,NA
"3913","and",1382S,1485.4S,39,"Obama:","No",1,3913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3914","our",1382S,1485.4S,39,"Obama:","No",1,3914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3915","history",1382S,1485.4S,39,"Obama:","No",1,3915,6,2.09,3.38,1.77,4.8,2.81,NA,5.24,2.01,3.93,2.29,4.83,2.08
"3916","shows",1382S,1485.4S,39,"Obama:","No",1,3916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3917","us",1382S,1485.4S,39,"Obama:","No",1,3917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3918","that's",1382S,1485.4S,39,"Obama:","No",1,3918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3919","not",1382S,1485.4S,39,"Obama:","No",1,3919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3920","a",1382S,1485.4S,39,"Obama:","No",1,3920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3921","recipe",1382S,1485.4S,39,"Obama:","No",1,3921,6.85,1.6,4.45,2.09,7.05,1.96,NA,6.7,1.53,5.6,1.87,6.1,1.4
"3922","for",1382S,1485.4S,39,"Obama:","No",1,3922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3923","job",1382S,1485.4S,39,"Obama:","No",1,3923,5.64,1.81,4,2.34,4.44,2.8,NA,5.83,2.15,5.2,2.23,5.7,1.82
"3924","growth",1382S,1485.4S,39,"Obama:","No",1,3924,6,1.53,4.95,1.96,6.04,2.12,2,NA,NA,NA,NA,NA,NA
"3925","look",1382S,1485.4S,39,"Obama:","No",1,3925,5.95,1.68,3.76,2.64,5.88,1.67,NA,NA,NA,NA,NA,NA,NA
"3926","we've",1382S,1485.4S,39,"Obama:","No",1,3926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3927","tried",1382S,1485.4S,39,"Obama:","No",1,3927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3928","this",1382S,1485.4S,39,"Obama:","No",1,3928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3929","we've",1382S,1485.4S,39,"Obama:","No",1,3929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3930","tried",1382S,1485.4S,39,"Obama:","No",1,3930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3931","both",1382S,1485.4S,39,"Obama:","No",1,3931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3932","approaches",1382S,1485.4S,39,"Obama:","No",1,3932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3933","the",1382S,1485.4S,39,"Obama:","No",1,3933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3934","approach",1382S,1485.4S,39,"Obama:","No",1,3934,5.45,1.15,4.48,1.91,6.03,2.08,NA,NA,NA,NA,NA,NA,NA
"3935","that",1382S,1485.4S,39,"Obama:","No",1,3935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3936","governor",1382S,1485.4S,39,"Obama:","No",1,3936,5.32,1.49,3.65,2.3,6.05,2.46,NA,NA,NA,NA,NA,NA,NA
"3937","romney's",1382S,1485.4S,39,"Obama:","No",1,3937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3938","talking",1382S,1485.4S,39,"Obama:","No",1,3938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3939","about",1382S,1485.4S,39,"Obama:","No",1,3939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3940","is",1382S,1485.4S,39,"Obama:","No",1,3940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3941","the",1382S,1485.4S,39,"Obama:","No",1,3941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3942","same",1382S,1485.4S,39,"Obama:","No",1,3942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3943","sales",1382S,1485.4S,39,"Obama:","No",1,3943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3944","pitch",1382S,1485.4S,39,"Obama:","No",1,3944,5.52,1.25,3.42,2.65,5.75,1.71,NA,NA,NA,NA,NA,NA,NA
"3945","that",1382S,1485.4S,39,"Obama:","No",1,3945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3946","was",1382S,1485.4S,39,"Obama:","No",1,3946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3947","made",1382S,1485.4S,39,"Obama:","No",1,3947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3948","in",1382S,1485.4S,39,"Obama:","No",1,3948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3949","2001",1382S,1485.4S,39,"Obama:","No",1,3949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3950","and",1382S,1485.4S,39,"Obama:","No",1,3950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3951","2003",1382S,1485.4S,39,"Obama:","No",1,3951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3952","and",1382S,1485.4S,39,"Obama:","No",1,3952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3953","we",1382S,1485.4S,39,"Obama:","No",1,3953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3954","ended",1382S,1485.4S,39,"Obama:","No",1,3954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3955","up",1382S,1485.4S,39,"Obama:","No",1,3955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3956","with",1382S,1485.4S,39,"Obama:","No",1,3956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3957","the",1382S,1485.4S,39,"Obama:","No",1,3957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3958","slowest",1382S,1485.4S,39,"Obama:","No",1,3958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3959","job",1382S,1485.4S,39,"Obama:","No",1,3959,5.64,1.81,4,2.34,4.44,2.8,NA,5.83,2.15,5.2,2.23,5.7,1.82
"3960","growth",1382S,1485.4S,39,"Obama:","No",1,3960,6,1.53,4.95,1.96,6.04,2.12,2,NA,NA,NA,NA,NA,NA
"3961","in",1382S,1485.4S,39,"Obama:","No",1,3961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3962","50",1382S,1485.4S,39,"Obama:","No",1,3962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3963","years",1382S,1485.4S,39,"Obama:","No",1,3963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3964","we",1382S,1485.4S,39,"Obama:","No",1,3964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3965","ended",1382S,1485.4S,39,"Obama:","No",1,3965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3966","up",1382S,1485.4S,39,"Obama:","No",1,3966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3967","moving",1382S,1485.4S,39,"Obama:","No",1,3967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3968","from",1382S,1485.4S,39,"Obama:","No",1,3968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3969","surplus",1382S,1485.4S,39,"Obama:","No",1,3969,5.68,2.11,3.6,2.14,6.58,2.04,NA,NA,NA,NA,NA,NA,NA
"3970","to",1382S,1485.4S,39,"Obama:","No",1,3970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3971","deficits",1382S,1485.4S,39,"Obama:","No",1,3971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3972","and",1382S,1485.4S,39,"Obama:","No",1,3972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3973","it",1382S,1485.4S,39,"Obama:","No",1,3973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3974","all",1382S,1485.4S,39,"Obama:","No",1,3974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3975","culminated",1382S,1485.4S,39,"Obama:","No",1,3975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3976","in",1382S,1485.4S,39,"Obama:","No",1,3976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3977","the",1382S,1485.4S,39,"Obama:","No",1,3977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3978","worst",1382S,1485.4S,39,"Obama:","No",1,3978,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA
"3979","financial",1382S,1485.4S,39,"Obama:","No",1,3979,5,2,4.55,2.31,4.82,1.99,NA,4.15,2.09,5.7,2.22,3.81,1.98
"3980","crisis",1382S,1485.4S,39,"Obama:","No",1,3980,2.05,1.08,6.29,2.37,3.77,2.65,-3,2.74,2.23,5.44,3.07,3.6,2.47
"3981","since",1382S,1485.4S,39,"Obama:","No",1,3981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3982","the",1382S,1485.4S,39,"Obama:","No",1,3982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3983","great",1382S,1485.4S,39,"Obama:","No",1,3983,7.5,1.92,4.14,2.69,6.65,1.84,3,NA,NA,NA,NA,NA,NA
"3984","depression",1382S,1485.4S,39,"Obama:","No",1,3984,2.44,1.87,5.2,2.09,3.33,2.38,NA,1.85,1.67,4.54,3.19,2.91,2.27
"3985","bill",1382S,1485.4S,39,"Obama:","No",1,3985,3.11,1.7,4,2.57,4,2.29,NA,NA,NA,NA,NA,NA,NA
"3986","clinton",1382S,1485.4S,39,"Obama:","No",1,3986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3987","tried",1382S,1485.4S,39,"Obama:","No",1,3987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3988","the",1382S,1485.4S,39,"Obama:","No",1,3988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3989","approach",1382S,1485.4S,39,"Obama:","No",1,3989,5.45,1.15,4.48,1.91,6.03,2.08,NA,NA,NA,NA,NA,NA,NA
"3990","that",1382S,1485.4S,39,"Obama:","No",1,3990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3991","i'm",1382S,1485.4S,39,"Obama:","No",1,3991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3992","talking",1382S,1485.4S,39,"Obama:","No",1,3992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3993","about",1382S,1485.4S,39,"Obama:","No",1,3993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3994","we",1382S,1485.4S,39,"Obama:","No",1,3994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3995","created",1382S,1485.4S,39,"Obama:","No",1,3995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3996","23",1382S,1485.4S,39,"Obama:","No",1,3996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3997","million",1382S,1485.4S,39,"Obama:","No",1,3997,7.55,1.79,5.38,2.71,5.82,2.19,NA,NA,NA,NA,NA,NA,NA
"3998","new",1382S,1485.4S,39,"Obama:","No",1,3998,7.68,1.29,5.14,2.82,5.22,2.02,NA,NA,NA,NA,NA,NA,NA
"3999","jobs",1382S,1485.4S,39,"Obama:","No",1,3999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4000","we",1382S,1485.4S,39,"Obama:","No",1,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4001","went",1382S,1485.4S,39,"Obama:","No",1,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4002","from",1382S,1485.4S,39,"Obama:","No",1,4002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4003","deficit",1382S,1485.4S,39,"Obama:","No",1,4003,2.95,1.83,4.19,2.56,4.18,2.3,-2,NA,NA,NA,NA,NA,NA
"4004","to",1382S,1485.4S,39,"Obama:","No",1,4004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4005","surplus",1382S,1485.4S,39,"Obama:","No",1,4005,5.68,2.11,3.6,2.14,6.58,2.04,NA,NA,NA,NA,NA,NA,NA
"4006","and",1382S,1485.4S,39,"Obama:","No",1,4006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4007","businesses",1382S,1485.4S,39,"Obama:","No",1,4007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4008","did",1382S,1485.4S,39,"Obama:","No",1,4008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4009","very",1382S,1485.4S,39,"Obama:","No",1,4009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4010","well",1382S,1485.4S,39,"Obama:","No",1,4010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4011","so",1382S,1485.4S,39,"Obama:","No",1,4011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4012","in",1382S,1485.4S,39,"Obama:","No",1,4012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4013","some",1382S,1485.4S,39,"Obama:","No",1,4013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4014","ways",1382S,1485.4S,39,"Obama:","No",1,4014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4015","we've",1382S,1485.4S,39,"Obama:","No",1,4015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4016","got",1382S,1485.4S,39,"Obama:","No",1,4016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4017","some",1382S,1485.4S,39,"Obama:","No",1,4017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4018","data",1382S,1485.4S,39,"Obama:","No",1,4018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
